group,fiscal_year,fiscal_quarter,period_key,revenue_usd_m,operating_income_usd_m,company_coverage,revenue_yoy_growth,revenue_qoq_growth,op_income_yoy_growth,op_income_qoq_growth,best_growth_metric,best_growth_rate,avg_pair_corr,pc1_share,strong_pair_share,classification,n_assets,momentum_read
OSAT / packiging,2018,2,2018Q2,1008.385,172.659,1,0.09926569180422229,0.12131985001401113,4.653166131883962,8.391808093994777,op income YoY,4.653166131883962,0.2747993732720787,0.43778356004242447,0.06666666666666667,moderate coupling,6,fundamental momentum present but stock coupling weak
Server Networking,2018,2,2018Q2,17450.222,3569.005,9,0.3149549927210213,0.059992573038470096,2.8153761674459057,-0.3933323103594641,op income YoY,2.8153761674459057,0.26850462030617206,0.3860319443723793,0.09090909090909091,weak / fragmented,14,fundamental momentum present but stock coupling weak
Cooling,2018,2,2018Q2,3908.4,557.6,1,0.059703920611680505,0.3025394921015798,0.0863043054743815,1.5934883720930233,op income QoQ,1.5934883720930233,0.22837455675645812,0.5452263107497248,0.0,moderate coupling,4,fundamental momentum present but stock coupling weak
Server EMS,2018,2,2018Q2,7690.786999999999,58.166,2,-0.0023374069294025412,0.00024226436843721721,-0.0480040589862355,-0.008353791598472493,revenue QoQ,0.00024226436843721721,0.20158281898785813,0.38243444569669205,0.2,weak / fragmented,5,mixed / modest signal
NAND,2018,3,2018Q3,2674.0,791.0,2,0.030443159922928675,-0.07601935038009677,6.908880471380471,-0.15888916439375156,revenue YoY,0.030443159922928675,0.7729422516651266,0.8864711258325633,1.0,high coupling,3,mixed / modest signal
Hyperscalers,2018,3,2018Q3,103933.0,17811.0,4,0.18154211515660257,0.03446644690708056,0.05074698632692329,0.06517209538325397,revenue YoY,0.18154211515660257,0.6792260941424042,0.7402767569003165,0.6,moderate coupling,6,strong coupling with positive fundamental momentum
AI Platforms,2018,3,2018Q3,21512.751,525.545,5,0.21015307436915295,0.04341028200308187,-0.22630541354444111,-0.41211029539588884,revenue YoY,0.21015307436915295,0.5548155827441111,0.6825299937144225,0.5,moderate coupling,9,strong coupling with positive fundamental momentum
AI Chip,2018,3,2018Q3,8959.0,1531.0,3,0.21207260510566317,0.28344316087945937,0.5468580145626091,0.538064761805853,op income YoY,0.5468580145626091,0.5195986963864139,0.6369441321686058,0.5,moderate coupling,5,strong coupling with positive fundamental momentum
HW equipment,2018,3,2018Q3,7498.481,1693.323,6,0.2762487615400198,0.02195888671053207,0.8606549872715817,-0.014072611927965783,op income YoY,0.8606549872715817,0.5012338391092875,0.5652468379021234,0.24358974358974358,high coupling,14,strong coupling with positive fundamental momentum
DRAM,2018,3,2018Q3,5566.0,1963.0,1,0.9206349206349207,0.19750430292598975,,0.8802681992337165,revenue YoY,0.9206349206349207,0.4643543354714183,0.6601641510523576,0.3333333333333333,high coupling,3,mixed / modest signal
AI Software,2018,3,2018Q3,14434.0,5767.0,2,0.47311367850520614,0.10803561849586951,0.6432467115816489,0.1638264030902068,op income YoY,0.6432467115816489,0.44532676415895533,0.7226633820794777,0.0,moderate coupling,2,mixed / modest signal
components,2018,3,2018Q3,6869.775,1157.563,5,0.2605552272271315,0.08345941986315548,0.22299508153445524,0.44924267017009234,op income QoQ,0.44924267017009234,0.30441198017661464,0.4103440941157106,0.10989010989010989,moderate coupling,14,fundamental momentum present but stock coupling weak
Energy,2018,3,2018Q3,23536.025999999998,5123.186,8,0.07232119125019762,0.12950626933536222,0.10604806267858674,2.083281431590664,op income QoQ,2.083281431590664,0.2998642628979687,0.5627382784739249,0.18681318681318682,weak / fragmented,18,fundamental momentum present but stock coupling weak
meterier,2018,3,2018Q3,2952.591,502.364175,3,0.1648140158817899,0.047237524659745844,0.2877812741246136,0.08726848544922661,op income YoY,0.2877812741246136,0.29756740445490915,0.4090595119976285,0.0,weak / fragmented,8,fundamental momentum present but stock coupling weak
Server OEM,2018,3,2018Q3,23748.0,-1311.0,2,0.10947754170134122,0.17195869583185097,-0.924007561436673,-11.768197474167623,revenue QoQ,0.17195869583185097,0.2877695429752304,0.39139247947966277,0.05555555555555555,weak / fragmented,9,fundamental momentum present but stock coupling weak
OSAT / packiging,2018,3,2018Q3,1148.884,105.479,1,0.05789059809542052,0.13933071198004732,-0.07971033459843824,-0.3890906352984784,revenue QoQ,0.13933071198004732,0.2747993732720787,0.43778356004242447,0.06666666666666667,moderate coupling,6,mixed / modest signal
Server Networking,2018,3,2018Q3,17991.691,4052.13,8,0.27201698745891006,0.03756770710206046,0.580125141531528,0.050153934368414275,op income YoY,0.580125141531528,0.26850462030617206,0.3860319443723793,0.09090909090909091,weak / fragmented,14,fundamental momentum present but stock coupling weak
Cooling,2018,3,2018Q3,4020.3,512.8000000000001,2,0.04648875919936479,-0.02669020924800042,-0.2609464087790947,-0.334154740933113,revenue YoY,0.04648875919936479,0.22837455675645812,0.5452263107497248,0.0,moderate coupling,4,mixed / modest signal
Server EMS,2018,3,2018Q3,7826.376,66.576,2,-0.03536987776848294,0.01751377161788692,0.21972042577359252,0.14458618436887516,op income YoY,0.21972042577359252,0.20158281898785813,0.38243444569669205,0.2,weak / fragmented,5,fundamental momentum present but stock coupling weak
Energy,2018,4,2018Q4,1191.0,-161.0,1,,-0.6728920626201593,,-1.3561946902654867,revenue QoQ,-0.6728920626201593,0.2998642628979687,0.5627382784739249,0.18681318681318682,weak / fragmented,18,mixed / modest signal
HW equipment,2019,1,2019Q1,8407.599,2068.0389999999998,6,0.06661669584237288,0.12497453420743883,1.0173584614102622,0.3903357922421088,op income YoY,1.0173584614102622,0.7762954479271509,0.7957698665326596,0.9487179487179487,high coupling,14,strong coupling with positive fundamental momentum
DRAM,2019,1,2019Q1,6803.0,3097.0,1,0.7136020151133502,0.22224218469277757,7.626740947075209,0.5776872134488029,revenue YoY,0.7136020151133502,0.6967216836739253,0.7994726178872622,0.6666666666666666,high coupling,3,strong coupling with positive fundamental momentum
NAND,2019,1,2019Q1,7813.0,1160.0,2,-0.05899177690382551,-0.015706806282722474,1.5273541114058355,0.34122807017543866,op income YoY,1.5273541114058355,0.6367022471067854,0.8183511235533927,0.0,high coupling,3,strong coupling with positive fundamental momentum
AI Software,2019,1,2019Q1,11966.0,5449.0,1,0.4897908366533865,0.1585979860573199,0.6378118425007515,0.06384224912143699,op income YoY,0.6378118425007515,0.6041357976572354,0.8020678988286176,0.0,moderate coupling,2,strong coupling with positive fundamental momentum
Hyperscalers,2019,1,2019Q1,115830.0,20017.0,4,0.21646451397509014,0.08361922637147098,0.3170835597148645,1.1524273559199754,op income QoQ,1.1524273559199754,0.5764614746141314,0.6544491091755582,0.26666666666666666,moderate coupling,6,strong coupling with positive fundamental momentum
components,2019,1,2019Q1,6945.346,1383.165,5,0.08889682689594802,-0.08646895277908476,-0.5158710132283757,-0.4593576932040403,revenue YoY,0.08889682689594802,0.5049011487105012,0.5639280189802524,0.27472527472527475,moderate coupling,14,mixed / modest signal
Server EMS,2019,1,2019Q1,7753.072,13.788,2,0.01840063336217901,0.0010382864765651756,-0.7649345335515548,-0.7928983417447728,revenue YoY,0.01840063336217901,0.5044528559610473,0.6171146999608004,0.1,weak / fragmented,5,mixed / modest signal
Cooling,2019,1,2019Q1,3900.0,271.0,2,0.30633805074622555,0.197890358504819,0.4394642331468943,1.3001678035430437,op income QoQ,1.3001678035430437,0.4629705645765352,0.6468745288721977,0.0,moderate coupling,4,mixed / modest signal
AI Platforms,2019,1,2019Q1,24169.559,666.6479999999999,5,0.22032604168651324,0.1382499995089444,-0.21234420354134076,0.3026743773904724,op income QoQ,0.3026743773904724,0.4556206821746084,0.6002379197612328,0.4,moderate coupling,9,mixed / modest signal
meterier,2019,1,2019Q1,5850.1990000000005,925.473,3,0.1048060392397353,0.010740715778360221,0.00541867412015995,-0.13366309194013615,revenue YoY,0.1048060392397353,0.4446579008301807,0.5336478832241239,0.17857142857142858,weak / fragmented,8,mixed / modest signal
Server Networking,2019,1,2019Q1,18993.669,3874.046,8,0.0186495778130393,-0.03889796526481337,-0.541498899623247,-0.7362445917054532,revenue YoY,0.0186495778130393,0.3888918886829879,0.49682202637801925,0.21212121212121213,weak / fragmented,14,mixed / modest signal
OSAT / packiging,2019,1,2019Q1,1025.319,36.119,1,0.140150386307329,-0.10755219848130881,0.9646975630983463,-0.6575716493330426,op income YoY,0.9646975630983463,0.2698642986715077,0.4910159116701258,0.26666666666666666,moderate coupling,6,fundamental momentum present but stock coupling weak
Server OEM,2019,1,2019Q1,26390.737,-1034.681,3,0.30393881890082813,0.17561171753181667,-0.5310169454877929,-0.24222424388590902,revenue YoY,0.30393881890082813,0.2653663812509501,0.4450246165307966,0.1388888888888889,weak / fragmented,9,fundamental momentum present but stock coupling weak
Energy,2019,1,2019Q1,21286.238,3147.56,8,0.0832988246235159,0.12709409160931037,-0.7665574072115442,-0.1902442678072646,revenue QoQ,0.12709409160931037,0.17206654168627086,0.30582162611324887,0.06593406593406594,weak / fragmented,18,mixed / modest signal
AI Chip,2019,1,2019Q1,8940.0,1432.0,3,0.2584130282760469,0.0011822725069430273,3.7148694860042633,-0.04800729961848108,op income YoY,3.7148694860042633,0.16697699231591995,0.4221114615436042,0.0,moderate coupling,5,fundamental momentum present but stock coupling weak
HW equipment,2019,2,2019Q2,8932.89,2212.757,6,0.21397570838587013,0.06547333939249862,0.44173888783135806,0.15451989128693358,op income YoY,0.44173888783135806,0.7762954479271509,0.7957698665326596,0.9487179487179487,high coupling,14,strong coupling with positive fundamental momentum
DRAM,2019,2,2019Q2,7351.0,3567.0,1,0.5815404475043029,0.08055269733940906,2.4166666666666665,0.15175976751695197,op income YoY,2.4166666666666665,0.6967216836739253,0.7994726178872622,0.6666666666666666,high coupling,3,strong coupling with positive fundamental momentum
NAND,2019,2,2019Q2,8250.0,1388.0,2,0.006910850034554272,0.06852993079107728,0.4612819241259608,0.37664391723540247,op income YoY,0.4612819241259608,0.6367022471067854,0.8183511235533927,0.0,high coupling,3,strong coupling with positive fundamental momentum
AI Software,2019,2,2019Q2,13231.0,5863.0,1,0.41948288810213485,0.10571619588835035,0.3321972279027494,0.07597724353092317,revenue YoY,0.41948288810213485,0.6041357976572354,0.8020678988286176,0.0,moderate coupling,2,strong coupling with positive fundamental momentum
Hyperscalers,2019,2,2019Q2,124050.0,17746.0,4,0.20749596752591865,0.0791031263480122,0.896375631559975,0.04459842865160679,op income YoY,0.896375631559975,0.5764614746141314,0.6544491091755582,0.26666666666666666,moderate coupling,6,strong coupling with positive fundamental momentum
components,2019,2,2019Q2,7303.121,1536.649,5,0.06149678407088248,0.08503480141861378,0.0377916156703916,0.10232076975941667,op income QoQ,0.10232076975941667,0.5049011487105012,0.5639280189802524,0.27472527472527475,moderate coupling,14,mixed / modest signal
Server EMS,2019,2,2019Q2,7946.049,48.774,2,0.019822165511508172,0.0019935475985992657,-0.16146889935701259,2.537423846823325,op income QoQ,2.537423846823325,0.5044528559610473,0.6171146999608004,0.1,weak / fragmented,5,strong coupling with positive fundamental momentum
Cooling,2019,2,2019Q2,4866.0,663.8,2,0.3184069074010407,0.13678957201907077,0.1483142037302725,0.7410492062924987,op income QoQ,0.7410492062924987,0.4629705645765352,0.6468745288721977,0.0,moderate coupling,4,mixed / modest signal
AI Platforms,2019,2,2019Q2,25442.016,724.333,5,0.22786532354569053,0.07000167786405927,0.9831106948308558,9.996976803423207,op income YoY,0.9831106948308558,0.4556206821746084,0.6002379197612328,0.4,moderate coupling,9,mixed / modest signal
meterier,2019,2,2019Q2,6174.059,1158.933,3,0.13221306811692302,0.05414701698673715,0.1470452292672635,0.3487005284579207,op income QoQ,0.3487005284579207,0.4446579008301807,0.5336478832241239,0.17857142857142858,weak / fragmented,8,mixed / modest signal
Server Networking,2019,2,2019Q2,18682.222999999998,4165.263,8,0.1269038846180378,0.14991554809430907,0.5286642392848946,4.7719660357439135,op income QoQ,4.7719660357439135,0.3888918886829879,0.49682202637801925,0.21212121212121213,weak / fragmented,14,mixed / modest signal
OSAT / packiging,2019,2,2019Q2,1065.684,53.941,1,0.056822542977136736,0.03936823564178571,-0.6875865144591362,0.49342451341399274,op income QoQ,0.49342451341399274,0.2698642986715077,0.4910159116701258,0.26666666666666666,moderate coupling,6,fundamental momentum present but stock coupling weak
Server OEM,2019,2,2019Q2,27815.983,-276.305,3,0.29301607885133046,0.0704908813231685,-3.528824909552931,1.0203051490729185,op income QoQ,1.0203051490729185,0.2653663812509501,0.4450246165307966,0.1388888888888889,weak / fragmented,9,fundamental momentum present but stock coupling weak
Energy,2019,2,2019Q2,22209.824,2391.783,8,0.19681213038416748,0.1637283859745399,0.8512572797282714,-0.5992804725435223,op income YoY,0.8512572797282714,0.17206654168627086,0.30582162611324887,0.06593406593406594,weak / fragmented,18,fundamental momentum present but stock coupling weak
AI Chip,2019,2,2019Q2,9206.0,1241.0,3,0.3759747977913364,0.0640178979762978,0.35952192407385763,0.014860580601938733,revenue YoY,0.3759747977913364,0.16697699231591995,0.4221114615436042,0.0,moderate coupling,5,fundamental momentum present but stock coupling weak
HW equipment,2019,3,2019Q3,8774.14,2061.195,6,0.14405077304431965,-0.03555126031800554,0.24628780480103316,-0.14865677309666744,op income YoY,0.24628780480103316,0.7762954479271509,0.7957698665326596,0.9487179487179487,high coupling,14,strong coupling with positive fundamental momentum
DRAM,2019,3,2019Q3,7797.0,3953.0,1,0.40082644628099184,0.06067201741259698,1.0137544574630666,0.10821418559013174,op income YoY,1.0137544574630666,0.6967216836739253,0.7994726178872622,0.6666666666666666,high coupling,3,strong coupling with positive fundamental momentum
NAND,2019,3,2019Q3,7816.0,1355.0,2,0.04824233358264762,-0.04931210184200968,0.6994235588972432,-0.012228093297703857,op income YoY,0.6994235588972432,0.6367022471067854,0.8183511235533927,0.0,high coupling,3,strong coupling with positive fundamental momentum
AI Software,2019,3,2019Q3,13727.0,5781.0,1,0.32910534469403574,0.037487718237472656,0.1286606794221008,-0.013986013986013957,revenue YoY,0.32910534469403574,0.6041357976572354,0.8020678988286176,0.0,moderate coupling,2,strong coupling with positive fundamental momentum
Hyperscalers,2019,3,2019Q3,126811.0,23956.0,4,0.17869934753591432,0.00985598500431381,2.5485010632479397,0.5317872291137336,op income YoY,2.5485010632479397,0.5764614746141314,0.6544491091755582,0.26666666666666666,moderate coupling,6,strong coupling with positive fundamental momentum
components,2019,3,2019Q3,7487.918,1501.477,5,0.030052153648059243,0.055888205464420346,-0.003571600725188739,0.07482682307207644,op income QoQ,0.07482682307207644,0.5049011487105012,0.5639280189802524,0.27472527472527475,moderate coupling,14,mixed / modest signal
Server EMS,2019,3,2019Q3,8564.918,47.06,2,0.08184584615868062,0.0794653015602329,-0.2931386685892813,-0.03514167384262101,revenue YoY,0.08184584615868062,0.5044528559610473,0.6171146999608004,0.1,weak / fragmented,5,mixed / modest signal
Cooling,2019,3,2019Q3,4543.6,600.9,2,0.2819414702031846,-0.03316869200001543,0.6172383488603219,-0.24587643425123196,op income YoY,0.6172383488603219,0.4629705645765352,0.6468745288721977,0.0,moderate coupling,4,mixed / modest signal
AI Platforms,2019,3,2019Q3,24563.805000000004,818.0210000000001,7,0.29198404264110656,0.052277976341009016,25.18546647002887,0.43702309982353627,op income QoQ,0.43702309982353627,0.4556206821746084,0.6002379197612328,0.4,moderate coupling,9,mixed / modest signal
meterier,2019,3,2019Q3,6414.597,1258.975,3,0.15359724214731307,0.04124971305075483,0.1508390119774662,0.06654504206549923,revenue YoY,0.15359724214731307,0.4446579008301807,0.5336478832241239,0.17857142857142858,weak / fragmented,8,mixed / modest signal
Server Networking,2019,3,2019Q3,19359.63,4703.594999999999,9,0.02010365653461272,-0.060741466944475825,-0.7984958392163806,-0.3662616558565673,revenue YoY,0.02010365653461272,0.3888918886829879,0.49682202637801925,0.21212121212121213,weak / fragmented,14,mixed / modest signal
OSAT / packiging,2019,3,2019Q3,1144.192,92.703,1,-0.004083963219959519,0.07366911767465778,-0.12112363598441389,0.7185999517991879,op income QoQ,0.7185999517991879,0.2698642986715077,0.4910159116701258,0.26666666666666666,moderate coupling,6,fundamental momentum present but stock coupling weak
Server OEM,2019,3,2019Q3,28155.11,101.185,3,0.288380451586405,0.01708533604165526,0.652225169916423,0.13613166762376339,op income YoY,0.652225169916423,0.2653663812509501,0.4450246165307966,0.1388888888888889,weak / fragmented,9,fundamental momentum present but stock coupling weak
Energy,2019,3,2019Q3,24536.941,5141.642,8,0.19139829217706714,0.11859941700807272,0.08531618905582268,7.190434745198402,revenue YoY,0.19139829217706714,0.17206654168627086,0.30582162611324887,0.06593406593406594,weak / fragmented,18,fundamental momentum present but stock coupling weak
AI Chip,2019,3,2019Q3,9866.0,1948.0,3,0.13242799717896903,0.06393251614009669,0.27643537255856937,0.512921416628667,op income QoQ,0.512921416628667,0.16697699231591995,0.4221114615436042,0.0,moderate coupling,5,fundamental momentum present but stock coupling weak
Server OEM,2019,4,2019Q4,18000.0,,1,,-0.07956637349151152,,,revenue QoQ,-0.07956637349151152,0.2653663812509501,0.4450246165307966,0.1388888888888889,weak / fragmented,9,mixed / modest signal
DRAM,2020,1,2020Q1,7913.0,3759.0,1,0.16316331030427755,0.014877516993715423,0.21375524701323867,-0.04907665064507971,op income YoY,0.21375524701323867,0.8154523641008057,0.8774288412909971,1.0,high coupling,3,strong coupling with positive fundamental momentum
HW equipment,2020,1,2020Q1,7833.656,1538.0729999999999,6,-0.0575933176475093,-0.08263321301491046,-0.3707207924172894,-0.38218510390791494,revenue YoY,-0.0575933176475093,0.6885022942082744,0.7140410885187282,0.6153846153846154,high coupling,14,coupling strong despite weak fundamentals
meterier,2020,1,2020Q1,10147.047,1076.491,3,0.5058678572833367,0.4081365422463974,0.23425206084121997,-0.19547816020802564,revenue YoY,0.5058678572833367,0.5011018793517528,0.5859271681442041,0.2857142857142857,weak / fragmented,8,strong coupling with positive fundamental momentum
Server Networking,2020,1,2020Q1,20835.971,4645.046,9,0.11156596561572435,0.059131112169658114,1.6466519973795624,-0.014779238359632732,op income YoY,1.6466519973795624,0.4971288296121833,0.5583207099643993,0.24242424242424243,weak / fragmented,14,mixed / modest signal
components,2020,1,2020Q1,7036.348,1306.334,5,0.034531119519711974,-0.09260386538495546,-0.03969701633139616,-0.17469522940810656,revenue YoY,0.034531119519711974,0.49051914998223944,0.5516462196403565,0.3076923076923077,moderate coupling,14,mixed / modest signal
Cooling,2020,1,2020Q1,7692.8,771.3,3,-0.03672436059923434,-0.1001468309154962,0.11626058375906534,0.45324660203693923,op income QoQ,0.45324660203693923,0.48806190059211224,0.4564067823582913,0.3333333333333333,moderate coupling,4,mixed / modest signal
OSAT / packiging,2020,1,2020Q1,894.964,13.42,1,-0.12713604253895605,-0.2178200861393892,-0.628450400066447,-0.8552366158592495,revenue YoY,-0.12713604253895605,0.4771602941457077,0.5860273212890197,0.3333333333333333,moderate coupling,6,mixed / modest signal
AI Chip,2020,1,2020Q1,9321.0,2043.0,3,0.11066640966915169,-0.0485550729363405,0.19696241825396066,-0.1711570989315565,op income YoY,0.19696241825396066,0.4388815808476248,0.5594222630289611,0.1,moderate coupling,5,mixed / modest signal
Energy,2020,1,2020Q1,23246.048,5026.766,8,0.13652785479104732,-0.11133109599724664,-3.1634561077985635,-0.14864258872026032,revenue YoY,0.13652785479104732,0.4224705275178114,0.5268904491707518,0.2857142857142857,weak / fragmented,18,mixed / modest signal
NAND,2020,1,2020Q1,8019.0,1189.0,2,0.05343359885811444,0.03503160779476033,0.36528003466580006,-0.054431692443571156,op income YoY,0.36528003466580006,0.40902580559519536,0.7045129027975977,0.0,high coupling,3,mixed / modest signal
AI Platforms,2020,1,2020Q1,24759.841999999997,816.799,7,0.26908450288170294,0.1717924597478402,23.369497910301636,-0.8142788768548644,revenue YoY,0.26908450288170294,0.40510831461751706,0.5841165665381229,0.3333333333333333,moderate coupling,9,mixed / modest signal
Server EMS,2020,1,2020Q1,8586.974,77.543,2,0.15952329529880094,0.07719070009383128,4.623948360893531,0.6477475563110924,op income YoY,4.623948360893531,0.40058834627203693,0.5524357849921882,0.1,weak / fragmented,5,mixed / modest signal
Hyperscalers,2020,1,2020Q1,134316.0,23761.0,4,0.13284887260149125,0.04169643016934407,0.3653750172496496,-0.0020988650415687538,op income YoY,0.3653750172496496,0.30507665097510633,0.4605234177714951,0.06666666666666667,moderate coupling,6,fundamental momentum present but stock coupling weak
Server OEM,2020,1,2020Q1,29880.118,331.493,3,0.17519743968553222,0.1073767029404284,1.528758450477519,0.13778665112492955,op income YoY,1.528758450477519,0.22895081376257118,0.49219561415384205,0.19444444444444445,weak / fragmented,9,fundamental momentum present but stock coupling weak
AI Software,2020,1,2020Q1,15077.0,3317.0,1,0.25998662878154777,0.09834632476141913,-0.39126445219306294,-0.42622383670645214,revenue YoY,0.25998662878154777,0.12716986177199366,0.5635849308859968,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
DRAM,2020,2,2020Q2,5835.0,1957.0,1,-0.20623044483743713,-0.26260583849361807,-0.45135968601065324,-0.4793828145783453,revenue YoY,-0.20623044483743713,0.8154523641008057,0.8774288412909971,1.0,high coupling,3,coupling strong despite weak fundamentals
HW equipment,2020,2,2020Q2,7855.200000000001,1544.692,6,-0.09367832217418187,0.021072781058511385,-0.3969640420369676,0.33621045877882294,op income QoQ,0.33621045877882294,0.6885022942082744,0.7140410885187282,0.6153846153846154,high coupling,14,strong coupling with positive fundamental momentum
meterier,2020,2,2020Q2,7582.874,723.909,2,0.6778488273485859,0.003156572932604129,-0.14812648210533974,0.12736009197698128,revenue YoY,0.6778488273485859,0.5011018793517528,0.5859271681442041,0.2857142857142857,weak / fragmented,8,strong coupling with positive fundamental momentum
Server Networking,2020,2,2020Q2,20026.027,4460.358,9,0.007696105689696475,0.007605821283815854,-0.30598033450917417,0.03071276486259635,op income QoQ,0.03071276486259635,0.4971288296121833,0.5583207099643993,0.24242424242424243,weak / fragmented,14,mixed / modest signal
components,2020,2,2020Q2,7163.206,1382.268,5,0.012887180070338067,0.06242345256079198,-0.10616461536405447,0.028454909858500826,revenue QoQ,0.06242345256079198,0.49051914998223944,0.5516462196403565,0.3076923076923077,moderate coupling,14,mixed / modest signal
Cooling,2020,2,2020Q2,9128.5,1394.6999999999998,3,-0.0449816046942913,0.13590855363553603,-0.07221049973250565,0.554070860975432,op income QoQ,0.554070860975432,0.48806190059211224,0.4564067823582913,0.3333333333333333,moderate coupling,4,mixed / modest signal
OSAT / packiging,2020,2,2020Q2,895.305,22.51,1,-0.15987759973875937,0.0003810209125729713,-0.5826922007378432,0.6773472429210134,op income QoQ,0.6773472429210134,0.4771602941457077,0.5860273212890197,0.3333333333333333,moderate coupling,6,mixed / modest signal
AI Chip,2020,2,2020Q2,9636.0,2156.0,3,0.07557414743681594,0.06877910692547595,0.47243565384810254,0.2566705114518309,op income YoY,0.47243565384810254,0.4388815808476248,0.5594222630289611,0.1,moderate coupling,5,mixed / modest signal
Energy,2020,2,2020Q2,23810.370000000003,4507.503,8,0.04408950262401005,0.07388781793648933,4.592007835425797,0.10861463800773946,op income YoY,4.592007835425797,0.4224705275178114,0.5268904491707518,0.2857142857142857,weak / fragmented,18,mixed / modest signal
NAND,2020,2,2020Q2,6948.0,592.0,2,-0.13750007717486484,-0.12519569448201406,-0.4274838881298139,-0.4582012299381553,revenue QoQ,-0.12519569448201406,0.40902580559519536,0.7045129027975977,0.0,high coupling,3,mixed / modest signal
AI Platforms,2020,2,2020Q2,26230.161,787.131,7,0.2953819068216277,0.10379487404813206,0.22140081744381912,-0.15938453425741084,revenue YoY,0.2953819068216277,0.40510831461751706,0.5841165665381229,0.3333333333333333,moderate coupling,9,mixed / modest signal
Server EMS,2020,2,2020Q2,8789.243,78.115,2,0.16585185953780102,0.0065746961967965145,0.6015705088776806,0.007376552364494415,op income YoY,0.6015705088776806,0.40058834627203693,0.5524357849921882,0.1,weak / fragmented,5,mixed / modest signal
Hyperscalers,2020,2,2020Q2,144381.0,25623.0,4,0.12786142232144057,0.0725811595058512,0.5627429267782693,0.05841760071296248,op income YoY,0.5627429267782693,0.30507665097510633,0.4605234177714951,0.06666666666666667,moderate coupling,6,fundamental momentum present but stock coupling weak
Server OEM,2020,2,2020Q2,31023.509,446.741,3,0.08635328785757564,-0.006626149701222994,0.1600034672185323,-0.07241537010321403,op income YoY,0.1600034672185323,0.22895081376257118,0.49219561415384205,0.19444444444444445,weak / fragmented,9,fundamental momentum present but stock coupling weak
AI Software,2020,2,2020Q2,16886.0,4626.0,1,0.2762451817700855,0.11998408171386887,-0.21098413781340608,0.39463370515526086,op income QoQ,0.39463370515526086,0.12716986177199366,0.5635849308859968,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
DRAM,2020,3,2020Q3,4788.0,1010.0,1,-0.38591766063870725,-0.17943444730077118,-0.7444978497343789,-0.483903934593766,revenue QoQ,-0.17943444730077118,0.8154523641008057,0.8774288412909971,1.0,high coupling,3,coupling strong despite weak fundamentals
HW equipment,2020,3,2020Q3,7764.398,1448.942,6,-0.06894678141009546,-0.00489992440986603,-0.32899294540174173,-0.01755953776883381,revenue QoQ,-0.00489992440986603,0.6885022942082744,0.7140410885187282,0.6153846153846154,high coupling,14,coupling strong despite weak fundamentals
meterier,2020,3,2020Q3,10334.147,1426.7930000000001,3,0.4311190394368531,0.019171052282085304,-0.004034470662030036,0.11556933791493584,revenue YoY,0.4311190394368531,0.5011018793517528,0.5859271681442041,0.2857142857142857,weak / fragmented,8,strong coupling with positive fundamental momentum
Server Networking,2020,3,2020Q3,20629.702,4300.737,9,0.09554713941942874,0.025746558279525877,-0.33747409388266025,-1.0716977580790694,revenue YoY,0.09554713941942874,0.4971288296121833,0.5583207099643993,0.24242424242424243,weak / fragmented,14,mixed / modest signal
components,2020,3,2020Q3,7195.955,1387.4850000000001,5,-0.020241798686801094,0.021532705010957564,-0.07998827536734382,0.11506064301778174,op income QoQ,0.11506064301778174,0.49051914998223944,0.5516462196403565,0.3076923076923077,moderate coupling,14,mixed / modest signal
Cooling,2020,3,2020Q3,8833.9,1199.1,3,-0.04186440950987347,-0.027719532628700416,0.6656177613275649,0.0671418974011297,op income YoY,0.6656177613275649,0.48806190059211224,0.4564067823582913,0.3333333333333333,moderate coupling,4,mixed / modest signal
OSAT / packiging,2020,3,2020Q3,1083.917,78.855,1,-0.052679095816086874,0.21066787295949418,-0.14938027895537365,2.503109729009329,op income QoQ,2.503109729009329,0.4771602941457077,0.5860273212890197,0.3333333333333333,moderate coupling,6,mixed / modest signal
AI Chip,2020,3,2020Q3,14617.0,6561.0,3,0.34130605961097843,0.3762964911586935,1.7700911713695913,2.2411197441102586,op income QoQ,2.2411197441102586,0.4388815808476248,0.5594222630289611,0.1,moderate coupling,5,mixed / modest signal
Energy,2020,3,2020Q3,26534.179,5400.456,8,0.05853022238529499,0.13467663173999178,0.05646726695807476,0.2776461053327529,op income QoQ,0.2776461053327529,0.4224705275178114,0.5268904491707518,0.2857142857142857,weak / fragmented,18,mixed / modest signal
NAND,2020,3,2020Q3,5987.0,-158.0,2,-0.22095911315559924,-0.14006197033829176,-0.947962408887698,-1.8356643356643358,revenue QoQ,-0.14006197033829176,0.40902580559519536,0.7045129027975977,0.0,high coupling,3,mixed / modest signal
AI Platforms,2020,3,2020Q3,25571.961000000003,792.6590000000001,8,0.407706887251068,0.07464418058457219,1.5562220271738136,-0.03066666666666662,op income YoY,1.5562220271738136,0.40510831461751706,0.5841165665381229,0.3333333333333333,moderate coupling,9,mixed / modest signal
Server EMS,2020,3,2020Q3,8949.822,67.374,2,0.07158811463778836,-0.003898951761573677,0.43166170845728846,-0.13750240030723937,op income YoY,0.43166170845728846,0.40058834627203693,0.5524357849921882,0.1,weak / fragmented,5,mixed / modest signal
