group,company,ticker_x,db_ticker,fiscal_year,revenue_annual_growth,op_income_annual_growth,annual_observations,revenue_growth_bucket_floor,revenue_growth_bucket_label,op_income_growth_bucket_floor,op_income_growth_bucket_label,company_best_growth_metric,company_avg_growth_rate,avg_pair_corr,pc1_share,strong_pair_share
Cooling,Modine Manufacturing,MOD,MOD,2019,0.11127541589648793,0.14016172506738522,1,0.1,10%~20%,0.1,10%~20%,annual revenue YoY,0.11127541589648793,0.4629705645765352,0.6468745288721977,0.0
Cooling,Trane Technologies,TT,TT,2019,0.05098120498338132,0.03873502994011968,1,0.0,0%~10%,0.0,0%~10%,annual revenue YoY,0.05098120498338132,0.4629705645765352,0.6468745288721977,0.0
Cooling,Carrier Global,CARR,CARR,2020,,,1,,,,,annual op income YoY,,0.48806190059211224,0.4564067823582913,0.3333333333333333
Cooling,Modine Manufacturing,MOD,MOD,2020,0.39926813040585496,1.1796690307328608,1,0.30000000000000004,30%~40%,1.1,110%~120%,annual revenue YoY,0.39926813040585496,0.48806190059211224,0.4564067823582913,0.3333333333333333
Cooling,Trane Technologies,TT,TT,2020,-0.13057136417422666,-0.09199543625773132,1,-0.2,-20%~-10%,-0.1,-10%~0%,annual revenue YoY,-0.13057136417422666,0.48806190059211224,0.4564067823582913,0.3333333333333333
Cooling,Carrier Global,CARR,CARR,2021,-0.016178492122237542,-0.31509485839978,1,-0.1,-10%~0%,-0.4,-40%~-30%,annual revenue YoY,-0.016178492122237542,0.4572539296383978,0.608213674076006,0.16666666666666666
Cooling,Modine Manufacturing,MOD,MOD,2021,0.05211354666920265,0.18980477223427328,1,0.0,0%~10%,0.1,10%~20%,annual revenue YoY,0.05211354666920265,0.4572539296383978,0.608213674076006,0.16666666666666666
Cooling,Trane Technologies,TT,TT,2021,0.059309126849106386,0.10449044375371996,1,0.0,0%~10%,0.1,10%~20%,annual revenue YoY,0.059309126849106386,0.4572539296383978,0.608213674076006,0.16666666666666666
Cooling,Alfa Laval,ALFA.ST,ALFA.ST,2022,,,1,,,,,annual op income YoY,,0.6834094592367266,0.7693539020041843,0.6666666666666666
Cooling,Carrier Global,CARR,CARR,2022,-0.06190885640584698,0.2376555600160577,1,-0.1,-10%~0%,0.2,20%~30%,annual revenue YoY,-0.06190885640584698,0.6834094592367266,0.7693539020041843,0.6666666666666666
Cooling,Modine Manufacturing,MOD,MOD,2022,-0.10719934921137064,-0.6545123062898814,1,-0.2,-20%~-10%,-0.7000000000000001,-70%~-60%,annual revenue YoY,-0.10719934921137064,0.6834094592367266,0.7693539020041843,0.6666666666666666
Cooling,Trane Technologies,TT,TT,2022,-0.04750724615514024,-0.08221064606909767,1,-0.1,-10%~0%,-0.1,-10%~0%,annual revenue YoY,-0.04750724615514024,0.6834094592367266,0.7693539020041843,0.6666666666666666
Cooling,Alfa Laval,ALFA.ST,ALFA.ST,2023,0.16233037958420726,0.35525406530733616,1,0.1,10%~20%,0.30000000000000004,30%~40%,annual revenue YoY,0.16233037958420726,0.4303658025196819,0.5827555785320878,0.16666666666666666
Cooling,Carrier Global,CARR,CARR,2023,0.1808547204399633,-0.1420694129095037,1,0.1,10%~20%,-0.2,-20%~-10%,annual revenue YoY,0.1808547204399633,0.4303658025196819,0.5827555785320878,0.16666666666666666
Cooling,Modine Manufacturing,MOD,MOD,2023,-0.08458618071374335,-3.577836411609499,1,-0.1,-10%~0%,,,annual revenue YoY,-0.08458618071374335,0.4303658025196819,0.5827555785320878,0.16666666666666666
Cooling,Trane Technologies,TT,TT,2023,0.1350253318024519,0.32000260960334037,1,0.1,10%~20%,0.30000000000000004,30%~40%,annual revenue YoY,0.1350253318024519,0.4303658025196819,0.5827555785320878,0.16666666666666666
Cooling,Alfa Laval,ALFA.ST,ALFA.ST,2024,0.06277945248353123,0.14092423583949,1,0.0,0%~10%,0.1,10%~20%,annual revenue YoY,0.06277945248353123,0.4873948475321854,0.6420093847320187,0.3333333333333333
Cooling,Carrier Global,CARR,CARR,2024,-0.16130597195944307,0.5062381852551985,1,-0.2,-20%~-10%,0.5,50%~60%,annual revenue YoY,-0.16130597195944307,0.4873948475321854,0.6420093847320187,0.3333333333333333
Cooling,Modine Manufacturing,MOD,MOD,2024,0.13365405883654047,,1,0.1,10%~20%,,,annual revenue YoY,0.13365405883654047,0.4873948475321854,0.6420093847320187,0.3333333333333333
Cooling,Trane Technologies,TT,TT,2024,0.13124274921479318,0.19552216675727774,1,0.1,10%~20%,0.1,10%~20%,annual revenue YoY,0.13124274921479318,0.4873948475321854,0.6420093847320187,0.3333333333333333
Cooling,Alfa Laval,ALFA.ST,ALFA.ST,2025,0.040655385120905496,0.12968659873101318,1,0.0,0%~10%,0.1,10%~20%,annual revenue YoY,0.040655385120905496,0.22991543034627948,0.45394063203297086,0.0
Cooling,Carrier Global,CARR,CARR,2025,0.09619389171679771,-0.45783132530120485,1,0.0,0%~10%,-0.5,-50%~-40%,annual revenue YoY,0.09619389171679771,0.22991543034627948,0.45394063203297086,0.0
Cooling,Modine Manufacturing,MOD,MOD,2025,0.12087215257792305,0.261744966442953,1,0.1,10%~20%,0.2,20%~30%,annual revenue YoY,0.12087215257792305,0.22991543034627948,0.45394063203297086,0.0
Cooling,Trane Technologies,TT,TT,2025,0.1054234384086743,0.19641159204597125,1,0.1,10%~20%,0.1,10%~20%,annual revenue YoY,0.1054234384086743,0.22991543034627948,0.45394063203297086,0.0
Cooling,Modine Manufacturing,MOD,MOD,2026,0.047826276165194415,0.6003989361702127,1,0.0,0%~10%,0.6000000000000001,60%~70%,annual revenue YoY,0.047826276165194415,0.8045061227559301,0.856965582509747,0.8333333333333334
DRAM,Micron Technology,MU,MU,2016,,,1,,,,,annual op income YoY,,0.06537045537342055,0.3973439613204209,0.0
DRAM,Micron Technology,MU,MU,2017,-0.010147939845946974,-0.028830579850988025,1,-0.1,-10%~0%,-0.1,-10%~0%,annual revenue YoY,-0.010147939845946974,0.5448996516039982,0.7010994814912991,0.3333333333333333
DRAM,Micron Technology,MU,MU,2018,-0.23425148221343872,-0.9439626417611742,1,-0.30000000000000004,-30%~-20%,-1.0,-100%~-90%,annual revenue YoY,-0.23425148221343872,0.4643543354714183,0.6601641510523576,0.3333333333333333
DRAM,Micron Technology,MU,MU,2019,0.6390031454149527,33.92857142857143,1,0.6000000000000001,60%~70%,,,annual revenue YoY,0.6390031454149527,0.6967216836739253,0.7994726178872622,0.6666666666666666
DRAM,Micron Technology,MU,MU,2020,0.4954728865269167,1.5552147239263805,1,0.4,40%~50%,1.5,150%~160%,annual revenue YoY,0.4954728865269167,0.8154523641008057,0.8774288412909971,1.0
DRAM,Micron Technology,MU,MU,2021,-0.22983778092198348,-0.5080698946245165,1,-0.30000000000000004,-30%~-20%,-0.6000000000000001,-60%~-50%,annual revenue YoY,-0.22983778092198348,0.7423615888223428,0.8309183499648218,0.6666666666666666
DRAM,Micron Technology,MU,MU,2022,-0.08420917713406817,-0.5928687635574837,1,-0.1,-10%~0%,-0.6000000000000001,-60%~-50%,annual revenue YoY,-0.08420917713406817,0.8706511613691751,0.9137900129671749,1.0
DRAM,SK hynix,000660.KS,000660.KS,2022,,,1,,,,,annual op income YoY,,0.8706511613691751,0.9137900129671749,1.0
DRAM,Samsung Electronics,005930.KS,005930.KS,2022,,,1,,,,,annual op income YoY,,0.8706511613691751,0.9137900129671749,1.0
DRAM,Micron Technology,MU,MU,2023,0.29251224632610207,1.0922410922410921,1,0.2,20%~30%,1.0,100%~110%,annual revenue YoY,0.29251224632610207,0.613146304749202,0.742148471329998,0.0
DRAM,SK hynix,000660.KS,000660.KS,2023,-0.27413797874091106,-2.1221898772811545,1,-0.30000000000000004,-30%~-20%,,,annual revenue YoY,-0.27413797874091106,0.613146304749202,0.742148471329998,0.0
DRAM,Samsung Electronics,005930.KS,005930.KS,2023,-0.15310170343003782,-0.8503458309868384,1,-0.2,-20%~-10%,-0.9,-90%~-80%,annual revenue YoY,-0.15310170343003782,0.613146304749202,0.742148471329998,0.0
DRAM,Micron Technology,MU,MU,2024,0.11019671539433307,0.5441667992996977,1,0.1,10%~20%,0.5,50%~60%,annual revenue YoY,0.11019671539433307,0.4896824872854601,0.6635290195847876,0.0
DRAM,SK hynix,000660.KS,000660.KS,2024,0.9313899182453265,,1,0.9,90%~100%,,,annual revenue YoY,0.9313899182453265,0.4896824872854601,0.6635290195847876,0.0
DRAM,Samsung Electronics,005930.KS,005930.KS,2024,0.11087824971047566,3.7643629609397413,1,0.1,10%~20%,3.7,370%~380%,annual revenue YoY,0.11087824971047566,0.4896824872854601,0.6635290195847876,0.0
DRAM,Micron Technology,MU,MU,2025,-0.4947655894401457,-1.5921459492888066,1,-0.5,-50%~-40%,,,annual revenue YoY,-0.4947655894401457,0.636647930267152,0.763448573077398,0.3333333333333333
DRAM,SK hynix,000660.KS,000660.KS,2025,0.4516760223509386,0.9897120261993506,1,0.4,40%~50%,0.9,90%~100%,annual revenue YoY,0.4516760223509386,0.636647930267152,0.763448573077398,0.3333333333333333
DRAM,Samsung Electronics,005930.KS,005930.KS,2025,0.09674874908059805,0.317826129922012,1,0.0,0%~10%,0.30000000000000004,30%~40%,annual revenue YoY,0.09674874908059805,0.636647930267152,0.763448573077398,0.3333333333333333
Energy,Dominion Energy,D,D,2016,,,1,,,,,annual op income YoY,,0.14110964092502204,0.4281091945377019,0.14545454545454545
Energy,Eaton,ETN,ETN,2016,,,1,,,,,annual op income YoY,,0.14110964092502204,0.4281091945377019,0.14545454545454545
Energy,Equinix,EQIX,EQIX,2016,,,1,,,,,annual op income YoY,,0.14110964092502204,0.4281091945377019,0.14545454545454545
Energy,NextEra Energy,NEE,NEE,2016,,,1,,,,,annual op income YoY,,0.14110964092502204,0.4281091945377019,0.14545454545454545
Energy,Southern Company,SO,SO,2016,,,1,,,,,annual op income YoY,,0.14110964092502204,0.4281091945377019,0.14545454545454545
Energy,Dominion Energy,D,D,2017,-0.06055001608234156,0.2995222344726203,1,-0.1,-10%~0%,0.2,20%~30%,annual revenue YoY,-0.06055001608234156,0.1302212968788024,0.33255894772605477,0.07575757575757576
Energy,Eaton,ETN,ETN,2017,,-0.054045893719806726,1,,,-0.1,-10%~0%,annual op income YoY,-0.054045893719806726,0.1302212968788024,0.33255894772605477,0.07575757575757576
Energy,Equinix,EQIX,EQIX,2017,0.11543242915881002,0.11403863599769082,1,0.1,10%~20%,0.1,10%~20%,annual revenue YoY,0.11543242915881002,0.1302212968788024,0.33255894772605477,0.07575757575757576
Energy,NextEra Energy,NEE,NEE,2017,,0.0565693430656935,1,,,0.0,0%~10%,annual op income YoY,0.0565693430656935,0.1302212968788024,0.33255894772605477,0.07575757575757576
Energy,Southern Company,SO,SO,2017,-0.052959332864027764,0.17572762218561233,1,-0.1,-10%~0%,0.1,10%~20%,annual revenue YoY,-0.052959332864027764,0.1302212968788024,0.33255894772605477,0.07575757575757576
Energy,Bloom Energy,BE,BE,2018,,,1,,,,,annual op income YoY,,0.2998642628979687,0.5627382784739249,0.18681318681318682
Energy,Dominion Energy,D,D,2018,0.004622100487888359,-0.02488687782805432,1,0.0,0%~10%,-0.1,-10%~0%,annual revenue YoY,0.004622100487888359,0.2998642628979687,0.5627382784739249,0.18681318681318682
Energy,Eaton,ETN,ETN,2018,-0.05312874610405183,-0.05585700606447497,1,-0.1,-10%~0%,-0.1,-10%~0%,annual revenue YoY,-0.05312874610405183,0.2998642628979687,0.5627382784739249,0.18681318681318682
Energy,Equinix,EQIX,EQIX,2018,0.32507895653016083,0.0905926231444174,1,0.30000000000000004,30%~40%,0.0,0%~10%,annual revenue YoY,0.32507895653016083,0.2998642628979687,0.5627382784739249,0.18681318681318682
Energy,NextEra Energy,NEE,NEE,2018,,-0.037348877374784095,1,,,-0.1,-10%~0%,annual op income YoY,-0.037348877374784095,0.2998642628979687,0.5627382784739249,0.18681318681318682
Energy,Southern Company,SO,SO,2018,0.13762936703070494,0.047641289117234864,1,0.1,10%~20%,0.0,0%~10%,annual revenue YoY,0.13762936703070494,0.2998642628979687,0.5627382784739249,0.18681318681318682
Energy,Vertiv,VRT,VRT,2018,,,1,,,,,annual op income YoY,,0.2998642628979687,0.5627382784739249,0.18681318681318682
Energy,Bloom Energy,BE,BE,2019,2.4755346696077494,,1,2.4000000000000004,240%~250%,,,annual revenue YoY,2.4755346696077494,0.17206654168627086,0.30582162611324887,0.06593406593406594
Energy,Dominion Energy,D,D,2019,0.07233534974865807,0.1418213457076567,1,0.0,0%~10%,0.1,10%~20%,annual revenue YoY,0.07233534974865807,0.17206654168627086,0.30582162611324887,0.06593406593406594
Energy,Eaton,ETN,ETN,2019,0.033270876588848974,0.08654496281271129,1,0.0,0%~10%,0.0,0%~10%,annual revenue YoY,0.033270876588848974,0.17206654168627086,0.30582162611324887,0.06593406593406594
Energy,Equinix,EQIX,EQIX,2019,0.20942450267705692,0.3075206185483701,1,0.2,20%~30%,0.30000000000000004,30%~40%,annual revenue YoY,0.20942450267705692,0.17206654168627086,0.30582162611324887,0.06593406593406594
Energy,NextEra Energy,NEE,NEE,2019,0.0,0.1601255886970172,1,0.0,0%~10%,0.1,10%~20%,annual revenue YoY,0.0,0.17206654168627086,0.30582162611324887,0.06593406593406594
Energy,Southern Company,SO,SO,2019,0.15756936067551264,-0.47993758359340166,1,0.1,10%~20%,-0.5,-50%~-40%,annual revenue YoY,0.15756936067551264,0.17206654168627086,0.30582162611324887,0.06593406593406594
Energy,Vertiv,VRT,VRT,2019,,,1,,,,,annual op income YoY,,0.17206654168627086,0.30582162611324887,0.06593406593406594
Energy,Vistra,VST,VST,2019,,,1,,,,,annual op income YoY,,0.17206654168627086,0.30582162611324887,0.06593406593406594
Energy,Bloom Energy,BE,BE,2020,-0.20649486470526546,,1,-0.30000000000000004,-30%~-20%,,,annual revenue YoY,-0.20649486470526546,0.4224705275178114,0.5268904491707518,0.2857142857142857
Energy,Dominion Energy,D,D,2020,-0.13467344668679482,-0.23469646939293876,1,-0.2,-20%~-10%,-0.30000000000000004,-30%~-20%,annual revenue YoY,-0.13467344668679482,0.4224705275178114,0.5268904491707518,0.2857142857142857
Energy,Eaton,ETN,ETN,2020,0.05905704763771813,,1,0.0,0%~10%,,,annual revenue YoY,0.05905704763771813,0.4224705275178114,0.5268904491707518,0.2857142857142857
Energy,Equinix,EQIX,EQIX,2020,0.1609791897680357,0.2081162995943211,1,0.1,10%~20%,0.2,20%~30%,annual revenue YoY,0.1609791897680357,0.4224705275178114,0.5268904491707518,0.2857142857142857
Energy,NextEra Energy,NEE,NEE,2020,0.0,-0.17262710226174371,1,0.0,0%~10%,-0.2,-20%~-10%,annual revenue YoY,0.0,0.4224705275178114,0.5268904491707518,0.2857142857142857
Energy,Southern Company,SO,SO,2020,0.020146758716512503,0.7963994856408059,1,0.0,0%~10%,0.7000000000000001,70%~80%,annual revenue YoY,0.020146758716512503,0.4224705275178114,0.5268904491707518,0.2857142857142857
Energy,Vertiv,VRT,VRT,2020,,,1,,,,,annual op income YoY,,0.4224705275178114,0.5268904491707518,0.2857142857142857
Energy,Vistra,VST,VST,2020,0.0,1.4797979797979797,1,0.0,0%~10%,1.4000000000000001,140%~150%,annual revenue YoY,0.0,0.4224705275178114,0.5268904491707518,0.2857142857142857
Energy,Bloom Energy,BE,BE,2021,0.26023128965456066,,1,0.2,20%~30%,,,annual revenue YoY,0.26023128965456066,0.28237282762786164,0.4775078413529049,0.18333333333333332
Energy,Dominion Energy,D,D,2021,0.26205123496464977,-0.4875539329571855,1,0.2,20%~30%,-0.5,-50%~-40%,annual revenue YoY,0.26205123496464977,0.28237282762786164,0.4775078413529049,0.18333333333333332
Energy,Eaton,ETN,ETN,2021,-0.010134666111342505,,1,-0.1,-10%~0%,,,annual revenue YoY,-0.010134666111342505,0.28237282762786164,0.4775078413529049,0.18333333333333332
Energy,Equinix,EQIX,EQIX,2021,0.09671125041258732,0.19669668901546267,1,0.0,0%~10%,0.1,10%~20%,annual revenue YoY,0.09671125041258732,0.28237282762786164,0.4775078413529049,0.18333333333333332
Energy,NextEra Energy,NEE,NEE,2021,0.13636363636363646,0.2507009345794393,1,0.1,10%~20%,0.2,20%~30%,annual revenue YoY,0.13636363636363646,0.28237282762786164,0.4775078413529049,0.18333333333333332
Energy,Southern Company,SO,SO,2021,-0.08835922536709939,0.845860176568838,1,-0.1,-10%~0%,0.8,80%~90%,annual revenue YoY,-0.08835922536709939,0.28237282762786164,0.4775078413529049,0.18333333333333332
Energy,Vertiv,VRT,VRT,2021,0.033974239313048216,,1,0.0,0%~10%,,,annual revenue YoY,0.033974239313048216,0.28237282762786164,0.4775078413529049,0.18333333333333332
Energy,Vistra,VST,VST,2021,0.17862611003368367,3.0590631364562118,1,0.1,10%~20%,3.0,300%~310%,annual revenue YoY,0.17862611003368367,0.28237282762786164,0.4775078413529049,0.18333333333333332
Energy,ABB,ABBN.SW,ABBN.SW,2022,,,1,,,,,annual op income YoY,,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,Bloom Energy,BE,BE,2022,0.00887983796641234,,1,0.0,0%~10%,,,annual revenue YoY,0.00887983796641234,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,Brookfield Renewable,BEPC,BEPC,2022,,,1,,,,,annual op income YoY,,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,Constellation Energy,CEG,CEG,2022,,,1,,,,,annual op income YoY,,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,Delta Electronics,2308.TW,2308.TW,2022,,,1,,,,,annual op income YoY,,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,Dominion Energy,D,D,2022,0.0005092761004001911,0.330958549222798,1,0.0,0%~10%,0.30000000000000004,30%~40%,annual revenue YoY,0.0005092761004001911,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,Eaton,ETN,ETN,2022,-0.16512388966806923,,1,-0.2,-20%~-10%,,,annual revenue YoY,-0.16512388966806923,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,Equinix,EQIX,EQIX,2022,0.07845990931547919,-0.0997776221731469,1,0.0,0%~10%,-0.1,-10%~0%,annual revenue YoY,0.07845990931547919,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,GE Vernova,GEV,GEV,2022,,,1,,,,,annual op income YoY,,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,Hitachi,6501.T,6501.T,2022,,,1,,,,,annual op income YoY,,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,Iberdrola,IBE.MC,IBE.MC,2022,,,1,,,,,annual op income YoY,,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,NextEra Energy,NEE,NEE,2022,-0.02857142857142858,-0.04427423874462921,1,-0.1,-10%~0%,-0.1,-10%~0%,annual revenue YoY,-0.02857142857142858,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,RWE,RWE.DE,RWE.DE,2022,,,1,,,,,annual op income YoY,,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,Schneider Electric,SU.PA,SU.PA,2022,,,1,,,,,annual op income YoY,,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,Siemens Energy,ENR.DE,ENR.DE,2022,,,1,,,,,annual op income YoY,,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,Southern Company,SO,SO,2022,-0.04874177132452495,-0.3685367114788004,1,-0.1,-10%~0%,-0.4,-40%~-30%,annual revenue YoY,-0.04874177132452495,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,Vertiv,VRT,VRT,2022,-0.013675753746163477,0.03590490053372153,1,-0.1,-10%~0%,0.0,0%~10%,annual revenue YoY,-0.013675753746163477,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,Vistra,VST,VST,2022,-0.060361998787563875,-0.23783241344706474,1,-0.1,-10%~0%,-0.30000000000000004,-30%~-20%,annual revenue YoY,-0.060361998787563875,0.45209833689039364,0.5016079323829837,0.21323529411764705
Energy,ABB,ABBN.SW,ABBN.SW,2023,0.1555332925807691,0.34697798619252285,1,0.1,10%~20%,0.30000000000000004,30%~40%,annual revenue YoY,0.1555332925807691,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,Bloom Energy,BE,BE,2023,0.2401917880157105,,1,0.2,20%~30%,,,annual revenue YoY,0.2401917880157105,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,Brookfield Renewable,BEPC,BEPC,2023,0.050026469031233534,-0.1492776886035313,1,0.0,0%~10%,-0.2,-20%~-10%,annual revenue YoY,0.050026469031233534,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,Constellation Energy,CEG,CEG,2023,-0.019826165994432765,-2.3515625,1,-0.1,-10%~0%,,,annual revenue YoY,-0.019826165994432765,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,Delta Electronics,2308.TW,2308.TW,2023,-0.003174877087469108,-0.05624820660191643,1,-0.1,-10%~0%,-0.1,-10%~0%,annual revenue YoY,-0.003174877087469108,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,Dominion Energy,D,D,2023,-0.1520506108202443,-0.02871046228710461,1,-0.2,-20%~-10%,-0.1,-10%~0%,annual revenue YoY,-0.1520506108202443,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,Eaton,ETN,ETN,2023,0.09911524246836145,,1,0.0,0%~10%,,,annual revenue YoY,0.09911524246836145,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,Equinix,EQIX,EQIX,2023,0.10619108467136606,0.05245752796012626,1,0.1,10%~20%,0.0,0%~10%,annual revenue YoY,0.10619108467136606,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,GE Vernova,GEV,GEV,2023,0.12089431442638432,,1,0.1,10%~20%,,,annual revenue YoY,0.12089431442638432,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,Hitachi,6501.T,6501.T,2023,-0.015116491214900107,-0.05845266033629948,1,-0.1,-10%~0%,-0.1,-10%~0%,annual revenue YoY,-0.015116491214900107,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,Iberdrola,IBE.MC,IBE.MC,2023,-0.055705388422398916,0.17742055719213812,1,-0.1,-10%~0%,0.1,10%~20%,annual revenue YoY,-0.055705388422398916,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,NextEra Energy,NEE,NEE,2023,0.10588235294117654,-0.4306098514464425,1,0.1,10%~20%,-0.5,-50%~-40%,annual revenue YoY,0.10588235294117654,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,RWE,RWE.DE,RWE.DE,2023,-0.23334550022919043,,1,-0.30000000000000004,-30%~-20%,,,annual revenue YoY,-0.23334550022919043,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,Schneider Electric,SU.PA,SU.PA,2023,0.08475881879986957,0.10763997497654043,1,0.0,0%~10%,0.1,10%~20%,annual revenue YoY,0.08475881879986957,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,Siemens Energy,ENR.DE,ENR.DE,2023,0.10786933287364242,,1,0.1,10%~20%,,,annual revenue YoY,0.10786933287364242,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,Southern Company,SO,SO,2023,0.13438036809815945,-0.24298874104401225,1,0.1,10%~20%,-0.30000000000000004,-30%~-20%,annual revenue YoY,0.13438036809815945,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,Vertiv,VRT,VRT,2023,0.14357296481032344,0.21733021077283365,1,0.1,10%~20%,0.2,20%~30%,annual revenue YoY,0.14357296481032344,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,Vistra,VST,VST,2023,0.631336405529954,-1.9973666886109283,1,0.6000000000000001,60%~70%,,,annual revenue YoY,0.631336405529954,0.3249318059751133,0.41892404661577987,0.1323529411764706
Energy,ABB,ABBN.SW,ABBN.SW,2024,-0.02968611193366899,0.116449868459515,1,-0.1,-10%~0%,0.1,10%~20%,annual revenue YoY,-0.02968611193366899,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,Bloom Energy,BE,BE,2024,0.2519556534760681,,1,0.2,20%~30%,,,annual revenue YoY,0.2519556534760681,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,Brookfield Renewable,BEPC,BEPC,2024,0.04411394000504165,-0.050000000000000044,1,0.0,0%~10%,-0.1,-10%~0%,annual revenue YoY,0.04411394000504165,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,Constellation Energy,CEG,CEG,2024,0.2502028515126926,,1,0.2,20%~30%,,,annual revenue YoY,0.2502028515126926,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,Delta Electronics,2308.TW,2308.TW,2024,0.020220948890146806,0.13068081580393032,1,0.0,0%~10%,0.1,10%~20%,annual revenue YoY,0.020220948890146806,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,Dominion Energy,D,D,2024,0.24792041848898028,-0.27505010020040077,1,0.2,20%~30%,-0.30000000000000004,-30%~-20%,annual revenue YoY,0.24792041848898028,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,Eaton,ETN,ETN,2024,0.05726513144487466,,1,0.0,0%~10%,,,annual revenue YoY,0.05726513144487466,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,Equinix,EQIX,EQIX,2024,0.09456099785141725,0.0828741646077018,1,0.0,0%~10%,0.0,0%~10%,annual revenue YoY,0.09456099785141725,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,GE Vernova,GEV,GEV,2024,-0.10785523030175392,,1,-0.2,-20%~-10%,,,annual revenue YoY,-0.10785523030175392,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,Hitachi,6501.T,6501.T,2024,-0.16512223687887484,-0.0566495751287176,1,-0.2,-20%~-10%,-0.1,-10%~0%,annual revenue YoY,-0.16512223687887484,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,Iberdrola,IBE.MC,IBE.MC,2024,-0.12865105908584173,0.0030073628538838104,1,-0.2,-20%~-10%,0.0,0%~10%,annual revenue YoY,-0.12865105908584173,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,NextEra Energy,NEE,NEE,2024,0.22340425531914887,0.4009612083762444,1,0.2,20%~30%,0.4,40%~50%,annual revenue YoY,0.22340425531914887,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,RWE,RWE.DE,RWE.DE,2024,-0.15066091651765356,0.11271355668959382,1,-0.2,-20%~-10%,0.1,10%~20%,annual revenue YoY,-0.15066091651765356,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,Schneider Electric,SU.PA,SU.PA,2024,0.06269845691047848,0.10160965794768617,1,0.0,0%~10%,0.1,10%~20%,annual revenue YoY,0.06269845691047848,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,Siemens Energy,ENR.DE,ENR.DE,2024,0.10752273530640433,,1,0.1,10%~20%,,,annual revenue YoY,0.10752273530640433,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,Southern Company,SO,SO,2024,0.2667762730930645,0.4521362898864252,1,0.2,20%~30%,0.4,40%~50%,annual revenue YoY,0.2667762730930645,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,Vertiv,VRT,VRT,2024,0.1387327184330045,-0.14043863024240077,1,0.1,10%~20%,-0.2,-20%~-10%,annual revenue YoY,0.1387327184330045,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,Vistra,VST,VST,2024,-0.11689265536723159,,1,-0.2,-20%~-10%,,,annual revenue YoY,-0.11689265536723159,0.3019841910080529,0.5601926902744437,0.1895424836601307
Energy,ABB,ABBN.SW,ABBN.SW,2025,0.0862243730176897,0.20534399326740993,1,0.0,0%~10%,0.2,20%~30%,annual revenue YoY,0.0862243730176897,0.25557989466026065,0.40553904809844377,0.1437908496732026
