source_section,target_section,source_metric,target_metric,lag_quarters,timing,observations,corr,r_squared,beta_target_per_1_source
AI Software,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,5,0.04623571800379385,0.0021377416193263466,0.004126964730576334
AI Software,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,5,-0.03268450064510152,0.0010682765824196415,-0.002851368125457139
AI Software,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,5,0.6142626322507355,0.37731858137960234,0.054297705604564886
AI Software,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,5,-0.9459624679606845,0.894844990790269,-0.19734407123040917
AI Software,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,5,0.40734424465974295,0.16592933365741652,0.08511455870634363
AI Software,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,5,0.9893721998774054,0.9788573498902566,1.416550888187834
AI Software,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,5,0.8526502470026105,0.7270124437136127,2.2679728633690264
AI Software,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,5,0.695315944299698,0.4834642623973807,2.416818934005301
AI Software,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,4,,,
AI Software,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,3,,,
AI Software,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,2,,,
AI Software,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,1,,,
AI Software,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,5,0.6029889533773727,0.3635956778951393,0.22366097439624807
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,5,0.7998322937179477,0.6397316980741135,0.44953161456309976
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,5,0.16685318684680592,0.027839985960935128,0.08245821337028586
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,5,-0.8091056901360393,0.6546520178105164,-0.3770930531780387
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,5,-0.4408977513069137,0.19439082710749314,-0.22871373352395596
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,5,-0.6019655388102727,0.3623625099151419,-0.39058190372591733
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,5,-0.3480370058255449,0.12112975742401039,-0.15061092898566883
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,5,-0.012328589579301505,0.00015199412101486167,-0.002201644257744066
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,5,-0.19760725936207477,0.039048628952590286,-0.034974375170672777
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,5,0.9999890208227568,0.9999780417660559,17.030074703948067
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,5,0.5459530668911656,0.2980647512478696,10.733577356988565
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,4,,,
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,3,,,
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,2,,,
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,1,,,
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0,,,
AI Software,CPU,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,5,0.40853325278398633,0.16689941863026447,0.11667182270710086
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,5,-0.708203458553462,0.5015521387070851,-0.2250539403435721
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,5,0.30727440889833446,0.09441756236382084,0.0807747194898194
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,5,-0.8538714434647927,0.7290964419646487,-0.39210607409708487
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,5,-0.7650646777203797,0.5853239610953884,-0.5203477776136861
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,5,-0.4688366358362091,0.21980779110221416,-0.2947077015756252
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,5,0.4933720796527344,0.24341600898086407,0.33588196500735956
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,5,0.14779919771028507,0.021844602843803938,0.07545292193237264
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,5,0.7046774471438321,0.49657030451314826,0.5069507913081407
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,5,0.9999240697387973,0.9998481452429993,48.02099861439694
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,5,0.18776922495677098,0.03525728184086647,8.866320731261283
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,4,,,
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,3,,,
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,2,,,
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,1,,,
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0,,,
AI Software,Cooling,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,5,-0.058353894555374486,0.003405177009779764,-0.009445487429390192
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,5,0.9974598787155702,0.99492620964728,1.2464401991333738
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,5,0.715513082765447,0.5119589716085134,1.2150433085028973
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,5,0.47066220690011246,0.22152291300408428,0.8231232911888229
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,5,-0.8006955402860767,0.6411133482340122,-1.8748823761579865
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,5,-0.6094713687455597,0.37145534932058605,-1.6728775874863278
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,5,-0.408258081891574,0.16667466142978712,-1.1640772753681876
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,5,-0.2500114526146875,0.06250572643850613,-0.5811633944667389
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,5,0.9999999946910324,0.9999999893820648,0.5813315195168673
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,4,,,
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,3,,,
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,2,,,
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,1,,,
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,0,,,
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,0,,,
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0,,,
AI Software,DRAM,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,5,-0.06809351284308382,0.004636726491311221,-0.023546364127984915
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,5,-0.011792539486037699,0.00013906398752975828,-0.0035537478641184967
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,5,-0.9238744134018047,0.8535439317385286,-0.6884950898634311
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,5,-0.5572092528821004,0.3104821514974285,-0.40450526320340435
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,5,-0.4511891396786435,0.20357163976395445,-0.3474227061405831
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,5,-0.29037054547856866,0.0843150536815215,-0.19201551013142823
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,5,0.9996875884057197,0.9993752744124437,2.647043749260929
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,5,-0.10228519037126162,0.010462260169285231,-0.2633508514652191
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,5,0.5412399951526108,0.29294073235279816,1.5946470833803443
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,4,,,
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,3,,,
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,2,,,
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,1,,,
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,0,,,
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,0,,,
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0,,,
AI Software,Energy,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,5,0.5048681281853001,0.25489182685732864,0.09799470717683803
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,5,0.4628732546923167,0.2142516499094583,0.08652452167144617
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,5,0.947437234216391,0.8976373127796046,0.20092230770283795
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,5,0.9999332014400253,0.9998664073420982,15.613234128504896
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,5,-0.2632424537755214,0.06929658946975753,-4.120543425116336
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,5,-0.2593244197294321,0.06724915466800667,-4.067926249824493
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,5,-0.26047766878728956,0.06784861593686092,-4.101428109089248
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,5,-0.29221113371076834,0.08538734666453254,-4.683537870240185
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,5,0.5057966627060819,0.25583026400461,0.4136012965987169
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,5,0.812866177319536,0.6607514222300754,1.1241492820992325
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,5,0.8532272798238647,0.7279967910356315,2.2581698197396682
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,4,,,
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,3,,,
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,2,,,
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,1,,,
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0,,,
AI Software,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,5,0.7494629601185544,0.5616947285896658,0.1361011102591488
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,5,0.5017193997576652,0.2517223560931919,0.07152922729289561
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,5,0.2816468761041087,0.07932496281920316,0.03178615189306392
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,5,0.3521508989492069,0.12401025563073455,0.02104671018506541
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,5,-0.9993926842752889,0.9987857373829674,-0.4470884939186391
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,5,-0.7468821487721932,0.5578329441545685,-0.48363884175692445
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,5,-0.30255209642672437,0.09153777105220592,-0.18835990988043147
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,5,-0.31251645636693354,0.09766653550014548,-0.16651830093984427
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,5,0.9946508993549368,0.9893304115875846,1.3591893959566608
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,5,0.9893113983551619,0.9787370429154458,9.097704356096655
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,5,0.9789352735427924,0.9583142697863019,42.01212198908788
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,4,,,
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,3,,,
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,2,,,
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,1,,,
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0,,,
AI Software,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,5,0.012213109148305342,0.00014916003506841962,0.0030394183837547197
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,5,0.8503577126319669,0.7231082394326708,0.3384730003214143
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,5,0.8963806072576382,0.8034981930675723,0.7863399937335408
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,5,0.6186216055201967,0.3826926908163859,0.6426976719294824
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,5,0.4316078415033107,0.186285328847147,0.38938095236621234
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,5,-0.5307016164882253,0.2816442057432154,-0.33776234313807496
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,5,-0.257248162094707,0.06617661690110466,-0.12416548986840116
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,5,-0.8691246036697209,0.7553775767040494,-0.8246075225392842
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,5,-0.4216149638989616,0.17775917778352268,-0.38967778775709117
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,5,-0.2533275116168362,0.06417482814197828,-0.16974927450978353
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,5,-0.4512812359625645,0.2036547539318998,-0.31730747572308204
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,4,,,
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,3,,,
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,2,,,
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,1,,,
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0,,,
AI Software,NAND,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,0,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,0,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,0,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,0,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,0,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,0,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,0,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,0,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,1,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,2,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,3,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,3,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,3,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,2,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,1,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0,,,
AI Software,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,5,0.8762044046892811,0.7677341587968974,0.410948986717369
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,5,0.4875100167817805,0.23766601646257193,0.23370797134436017
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,5,-0.2823456205875927,0.07971904946499286,-0.13714760270983564
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,5,-0.8925231637764787,0.796597597877575,-0.9539527150880842
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,5,-0.6372958767689934,0.40614603454675996,-0.8778375313145127
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,5,-0.4293718128868907,0.18436015370177508,-0.5590216410151416
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,5,-0.27983179225773086,0.07830583195817384,-0.25290567143749615
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,5,0.19160860863187493,0.03671385890184301,0.016968007699733223
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,5,0.9987491946478534,0.9974999538097358,0.762205572265637
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,4,,,
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,3,,,
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,2,,,
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,1,,,
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,0,,,
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,0,,,
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0,,,
AI Software,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,5,0.48004598294641593,0.23044414574299066,0.038318490563770465
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,5,-0.1749680298248571,0.030613811460792083,-0.013186823039214353
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,5,0.9701241910726647,0.941140946104392,0.25451090181005254
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,5,0.4281431977323159,0.18330659776445296,0.11652703161247739
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,5,-0.28443210067342295,0.0809016198934962,-0.06853931665237174
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,5,0.22697064402538172,0.05151567324929655,0.053341856819232675
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,5,-0.5688379232150601,0.3235765828876226,-0.11246078327625837
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,5,-0.9121799678331454,0.8320722937160782,-0.31677160143371347
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,5,0.6615829667373896,0.4376920218770459,0.269727699153595
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,5,0.15292991664598005,0.023387559405346404,0.06294519650006705
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,4,,,
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,3,,,
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,2,,,
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,1,,,
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,0,,,
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0,,,
AI Software,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,5,-0.3725568782337181,0.13879862751925345,-0.05664479329917545
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,5,-0.5868636628146302,0.34440895873220395,-0.10945077890083614
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,5,-0.4321091686275206,0.18671833361196702,-0.03758508052225049
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,5,-0.9957660603572295,0.9915500469593576,-0.9402722932265344
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,5,-0.6105326532196497,0.372750120647425,-0.6903705322945156
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,5,-0.40768719281819504,0.16620884718798015,-0.45042681331468304
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,5,-0.25019187538763377,0.06259597450998126,-0.22771163437690686
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,5,0.9999982426798874,0.9999964853628629,0.9057040251664504
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,5,0.9990452486803028,0.9980914089106879,20.045313516430845
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,5,0.9967631941224565,0.993536865157202,239.95550452693078
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,5,0.7785999553382956,0.606217890452796,287.0327299576984
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,4,,,
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,3,,,
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,2,,,
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,1,,,
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0,,,
AI Software,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,5,-0.7287333695053402,0.5310523238306066,-0.047322361362795794
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,5,0.5584435671324266,0.31185921767158903,0.028594723769380718
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,5,-0.9947495917049126,0.9895267501970904,-0.48482752347534486
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,5,-0.4492708282569942,0.2018442771227256,-0.23452589951728925
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,5,-0.6403295307461975,0.41002190794564547,-0.39684252617206867
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,5,-0.5147580102938007,0.26497580916163266,-0.31760189867758426
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,5,0.9799530469067778,0.9603079741418774,1.3375350622561746
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,5,-0.2661471106617664,0.07083428451360652,-0.36919408889919514
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,5,0.5505724136704093,0.3031299826948603,0.9128057320391368
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,5,0.8605246451596903,0.7405026649272108,2.5688697871998833
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,5,0.1722442826783402,0.029668092915375963,0.4462595545850332
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,5,0.9999902355410987,0.999980471177542,584.588605616987
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,4,,,
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,3,,,
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,2,,,
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,1,,,
AI Software,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,0,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,0,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,0,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,0,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,0,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,0,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,0,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,0,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,1,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,1,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,1,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,1,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,0,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,0,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,0,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0,,,
AI Software,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
AI Software,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,5,0.9989500586755333,0.9979012197278515,2.5752509795379703
AI Software,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,5,0.6625404184272928,0.4389598060498123,2.2169813044206745
AI Software,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,5,-0.4763827247130745,0.22694050040505295,-1.6774904381013023
AI Software,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,5,-0.5413997045537319,0.29311364009086815,-2.114086757675637
