source_section,target_section,source_metric,target_metric,best_lag_quarters,best_timing,best_corr,best_observations,best_abs_lag_quarters,best_abs_corr,abs_best_corr
components,NAND,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,0.4036737964713083,22,-7,0.4036737964713083,0.4036737964713083
DRAM,Cooling,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,0.3990682758662012,28,5,-0.8089864203464162,0.3990682758662012
Energy,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,0.39817820025011574,21,-3,-0.5762424231318626,0.39817820025011574
HW equipment,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,0.3891906509103448,22,-8,0.3891906509103448,0.3891906509103448
Energy,NAND,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0.3883099580471022,19,8,0.3883099580471022,0.3883099580471022
meterier,NAND,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,0.3881652358340228,20,-3,-0.48115679982379744,0.3881652358340228
Server Networking,DRAM,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,0.38719488997617063,23,-2,-0.547313949611735,0.38719488997617063
Server OEM,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,0.3851889113633634,28,-2,-0.5409362494229922,0.3851889113633634
SW equipment,components,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0.382759715371715,22,2,-0.7401242597838286,0.382759715371715
SW equipment,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0.38176672458012223,24,4,-0.5222081714671053,0.38176672458012223
meterier,AI Software,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,0.37987218136009454,27,-5,-0.43800710583082886,0.37987218136009454
AI Platforms,meterier,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,0.37159647351750585,23,-8,-0.4492433263360982,0.37159647351750585
SW equipment,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0.37046735213133003,23,3,-0.6299150138721687,0.37046735213133003
SW equipment,NAND,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,0.36886734177920966,29,-4,-0.4510639701924451,0.36886734177920966
meterier,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,0.3627425127907021,28,2,0.3627425127907021,0.3627425127907021
DRAM,CPU,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0.36182820274864014,22,5,-0.8781976553690141,0.36182820274864014
Server OEM,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,0.3608610568592289,29,6,-0.5452245065288045,0.3608610568592289
Hyperscalers,AI Software,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,0.35857999099331045,28,-6,-0.7040714704588454,0.35857999099331045
CPU,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,0.3575561784698923,20,-5,-0.7101410097784944,0.3575561784698923
AI Chip,DRAM,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,0.3551383404737119,27,-4,-0.6074735886608659,0.3551383404737119
CPU,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0.3496342886684029,23,7,0.3496342886684029,0.3496342886684029
meterier,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,0.34957785171768313,20,-3,-0.41063493229825687,0.34957785171768313
meterier,Cooling,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,0.34924512498780413,21,0,-0.3683644203478248,0.34924512498780413
OSAT / packiging,CPU,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0.3486013180834221,22,5,-0.883443297989004,0.3486013180834221
SW equipment,Hyperscalers,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,0.34847558175556437,27,3,-0.7378692922842889,0.34847558175556437
SW equipment,meterier,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,0.34757701888528325,28,-8,-0.38100508576523867,0.34757701888528325
meterier,DRAM,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,0.34603692654102836,20,-4,-0.34657876366199264,0.34603692654102836
OSAT / packiging,meterier,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0.3445720601551542,21,-4,-0.5578571935684553,0.3445720601551542
meterier,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,0.34201758208926275,27,-1,0.34201758208926275,0.34201758208926275
SW equipment,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,0.33844665517163414,27,4,-0.739170032630213,0.33844665517163414
DRAM,NAND,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,0.3377640292818186,27,7,-0.6327430129067548,0.3377640292818186
AI Platforms,AI Software,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,0.33531284505912023,23,5,0.33531284505912023,0.33531284505912023
OSAT / packiging,Cooling,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,0.3327212250777612,27,6,-0.7873395585175318,0.3327212250777612
Cooling,Energy,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,0.32624184016266494,28,5,-0.48278805742943337,0.32624184016266494
HW equipment,Cooling,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,0.3252587220702301,27,-4,0.3252587220702301,0.3252587220702301
meterier,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,0.32345026683014455,21,-7,0.32345026683014455,0.32345026683014455
NAND,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,0.3193941225272383,24,-8,-0.44364673680455713,0.3193941225272383
HW equipment,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,0.31701467158229174,25,-5,0.31701467158229174,0.31701467158229174
AI Chip,NAND,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,0.3169189946053979,22,6,-0.4615367037565811,0.3169189946053979
Server EMS,meterier,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0.3137856311933152,21,7,0.3137856311933152,0.3137856311933152
Cooling,AI Software,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,0.3027445948226421,27,0,0.3027445948226421,0.3027445948226421
Cooling,DRAM,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0.3019183927690801,20,7,0.3019183927690801,0.3019183927690801
OSAT / packiging,Energy,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,0.3013067482649294,25,-4,0.3013067482649294,0.3013067482649294
meterier,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,0.29947026386884906,20,8,-0.3245572836584659,0.29947026386884906
NAND,DRAM,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,0.29322194297711823,23,4,-0.508364580885688,0.29322194297711823
HW equipment,meterier,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,0.2930273085245267,22,-5,-0.5928018933059703,0.2930273085245267
meterier,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,0.2787427095741489,20,-8,0.2787427095741489,0.2787427095741489
Energy,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,0.2739170912510115,24,-5,0.2739170912510115,0.2739170912510115
SW equipment,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,0.26451804217567176,23,-6,0.26451804217567176,0.26451804217567176
DRAM,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,0.26377821751597774,24,6,0.26377821751597774,0.26377821751597774
NAND,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,0.26303039003128936,22,3,-0.6572753119560004,0.26303039003128936
SW equipment,Energy,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,0.2584027618481435,23,8,-0.30861167676605616,0.2584027618481435
HW equipment,DRAM,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,0.256669960159896,22,6,0.256669960159896,0.256669960159896
Cooling,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,0.25301335114791507,25,6,-0.35683442548398675,0.25301335114791507
CPU,meterier,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,0.24544474231330868,23,8,-0.26836277979702206,0.24544474231330868
Server Networking,meterier,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,0.24503205544491383,25,2,0.24503205544491383,0.24503205544491383
HW equipment,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,0.24254254700222191,27,-7,-0.2798222665753439,0.24254254700222191
components,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,0.2372007353331265,24,-6,0.2372007353331265,0.2372007353331265
components,Energy,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,0.23208788650116047,23,6,-0.28492444001422906,0.23208788650116047
Hyperscalers,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,0.23189563588499024,23,6,-0.24528373046390023,0.23189563588499024
Server Networking,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,0.23175170825256142,25,-6,0.23175170825256142,0.23175170825256142
meterier,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,0.22157558812537692,26,-2,0.22157558812537692,0.22157558812537692
OSAT / packiging,NAND,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,0.22136165418031697,20,-3,-0.7315925191732839,0.22136165418031697
meterier,components,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,0.2138173977719823,20,-6,-0.24710721468669875,0.2138173977719823
NAND,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0.2032430049628152,18,0,-0.37837407820926344,0.2032430049628152
OSAT / packiging,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,0.17393452028498937,29,7,-0.25243557127091987,0.17393452028498937
Server OEM,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,0.17283470992091254,29,2,0.17283470992091254,0.17283470992091254
HW equipment,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,0.1714170605855685,28,-3,0.1714170605855685,0.1714170605855685
Server EMS,HW equipment,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,0.16917609099317335,24,-7,0.16917609099317335,0.16917609099317335
HW equipment,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,0.167121253533333,25,-6,0.167121253533333,0.167121253533333
components,meterier,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,0.16393522532148272,26,-4,-0.5912257273361907,0.16393522532148272
HW equipment,components,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,0.1606339951863934,24,-6,0.1606339951863934,0.1606339951863934
AI Chip,meterier,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0.1532975714844472,20,-4,-0.3357830266468185,0.1532975714844472
HW equipment,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,0.1487341623245119,27,-7,-0.21678549231830377,0.1487341623245119
HW equipment,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,0.13767711313282763,25,-8,-0.27792000975102116,0.13767711313282763
HW equipment,AI Software,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,0.12588492308689095,26,-7,-0.6740817504951577,0.12588492308689095
DRAM,meterier,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,0.10357854679618472,28,8,-0.561938551595372,0.10357854679618472
meterier,CPU,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,0.09452021530614714,27,-8,-0.283814782153589,0.09452021530614714
AI Platforms,Energy,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,0.06434071730962486,23,8,-0.648664698891146,0.06434071730962486
