section,quarter_period,capex_investment_usd_m,capex_valid_companies,total_companies,revenue_usd_m,revenue_usd_m_valid_companies,gross_profit_usd_m,gross_profit_usd_m_valid_companies,cost_of_revenue_usd_m,cost_of_revenue_usd_m_valid_companies,operating_income_usd_m,operating_income_usd_m_valid_companies,net_income_usd_m,net_income_usd_m_valid_companies,inventory_usd_m,inventory_usd_m_valid_companies,calendar_quarter,capex_yoy_current_ratio,revenue_usd_m_yoy_current_ratio,gross_profit_usd_m_yoy_current_ratio,cost_of_revenue_usd_m_yoy_current_ratio,operating_income_usd_m_yoy_current_ratio,net_income_usd_m_yoy_current_ratio,inventory_usd_m_yoy_current_ratio
CPU,2020Q1,3321.0,1,1,16061.0,1,9089.0,1,6972.0,1,4174.0,1,3974.0,1,8744.0,1,2020-Q1,1.0,-0.005479110889732893,-0.10727252723071845,0.1272231784279977,-0.23167225682798276,-0.13638651233014595,0.20139524245196708
CPU,2020Q2,0.0,0,1,16505.0,1,9878.0,1,6627.0,1,4617.0,1,4179.0,1,8744.0,1,2020-Q2,,0.02659800060587701,0.01488155497064183,0.04406216991097027,0.03183885640025991,-0.0658052165589854,0.17051692589204026
CPU,2020Q3,0.0,0,1,19190.0,1,11295.0,1,7895.0,1,6447.0,1,5990.0,1,8744.0,1,2020-Q3,,0.11610213652944242,0.07755644090305445,0.17124762507916402,0.1821002016441756,0.1642737896494157,0.17051692589204026
CPU,2021Q1,3268.0,1,1,19828.0,1,12016.0,1,7812.0,1,7038.0,1,5661.0,1,8427.0,1,2021-Q1,1.0,0.03353843050231995,-0.02862849533954727,0.12916026625704044,-0.04418868996874112,-0.13018901254195372,0.13931410941022904
CPU,2021Q2,0.0,0,1,19728.0,1,10507.0,1,9221.0,1,5697.0,1,5105.0,1,8427.0,1,2021-Q2,,0.1858779399837794,0.13495764728276388,0.2438997939485956,0.26733368439529576,0.22154750244857982,-0.037617182864601875
CPU,2021Q3,0.0,0,1,18333.0,1,9741.0,1,8592.0,1,5059.0,1,4276.0,1,8427.0,1,2021-Q3,,0.09971090383461517,-0.01406426444923519,0.22870111731843576,0.08736904526586282,0.022684752104770813,-0.037617182864601875
CPU,2022Q1,3972.0,1,1,19673.0,1,10854.0,1,8819.0,1,3694.0,1,3361.0,1,10776.0,1,2022-Q1,1.0,0.024551415645808976,-0.0406301824212272,0.10477378387572286,-0.7452625879805089,-0.7822076762868194,0.18856718634001485
CPU,2022Q2,0.0,0,1,19631.0,1,11206.0,1,8425.0,1,5546.0,1,5061.0,1,10776.0,1,2022-Q2,,-0.010035148489633742,-0.07228270569337855,0.07275964391691395,-0.26902271907681213,-0.11855364552459988,0.21798440979955458
CPU,2022Q3,0.0,0,1,19192.0,1,10746.0,1,8446.0,1,5227.0,1,6823.0,1,10776.0,1,2022-Q3,,-0.027928303459774907,0.022240833798622742,-0.09175941273975846,-0.0899177348383394,0.25179539791880406,0.21798440979955458
CPU,2023Q1,4604.0,1,1,18353.0,1,9244.0,1,9109.0,1,4341.0,1,8113.0,1,13224.0,1,2023-Q1,1.0,0.0010897400969868687,-0.05376460406750325,0.05675705346360742,-0.16539967749366505,0.47294465672377667,0.36274954627949185
CPU,2023Q2,0.0,0,1,15321.0,1,5587.0,1,9734.0,1,-700.0,1,-454.0,1,13224.0,1,2023-Q2,,-0.2840545656288754,-0.9427241811347772,0.09400041093075817,6.277142857142858,8.40308370044053,0.1851179673321234
CPU,2023Q3,0.0,0,1,15338.0,1,6535.0,1,8803.0,1,-175.0,1,1019.0,1,13224.0,1,2023-Q3,,-0.27989307602034164,-0.7147666411629686,0.04293990684993752,32.691428571428574,-3.9666339548577034,0.1851179673321234
CPU,2024Q1,7439.0,2,2,12390.0,2,4652.0,2,7738.0,2,-1357.0,2,-2653.0,2,11127.0,1,2024-Q1,1.0,-0.5489911218724778,-1.3099742046431642,-0.09149651072628587,4.851879145173176,3.57180550320392,0.03154489080614721
CPU,2024Q2,0.0,0,2,13579.0,2,5243.0,2,8336.0,2,-833.0,2,1595.0,2,11127.0,1,2024-Q2,,-0.35157228072759406,-0.7631127217242037,-0.09273032629558542,6.211284513805523,-4.086520376175549,-0.1884605014828795
CPU,2024Q3,0.0,0,2,14882.0,2,6713.0,2,8169.0,2,236.0,2,479.0,2,11127.0,1,2024-Q3,,-0.02949872328988039,0.16773424698346492,-0.19157791651364917,3.9661016949152543,1.9478079331941545,-0.1884605014828795
CPU,2025Q1,6048.0,2,2,13965.0,2,6430.0,2,7535.0,2,-659.0,2,-171.0,2,12198.0,1,2025-Q1,1.0,-0.09831722162549231,-0.016329704510108865,-0.16828135368281355,0.7344461305007587,6.95906432748538,-0.08411214953271028
CPU,2025Q2,0.0,0,2,13639.0,2,5307.0,2,8332.0,2,-2120.0,2,-1720.0,2,12198.0,1,2025-Q2,,0.09157562871178239,0.12342189560957226,0.07129140662506,0.3599056603773585,-0.5424418604651163,0.08780127889818003
CPU,2025Q3,0.0,0,2,14108.0,2,2785.0,2,11323.0,2,-8923.0,2,-16552.0,2,12198.0,1,2025-Q3,,0.03749645591153955,-0.8825852782764811,0.2637993464629515,0.9066457469460943,1.096362977283712,0.08780127889818003
CPU,2025Q4,3672.0,2,2,14916.0,2,6155.0,2,8761.0,2,741.0,2,-368.0,2,11618.0,1,2025-Q4,1.0,0.002279431482971306,-0.09065800162469537,0.06757219495491382,0.6815114709851552,2.301630434782609,0.0422620072301601
CPU,2026Q1,29.0,1,2,14539.0,2,906.0,1,33.0,1,-2255.0,2,223.0,1,0.0,0,2026-Q1,-207.55172413793105,0.03948001925854598,-6.097130242825607,-227.33333333333334,0.7077605321507761,1.7668161434977578,
CPU,2026Q2,0.0,0,1,844.0,1,812.0,1,32.0,1,64.0,1,107.0,1,0.0,0,2026-Q2,,-15.159952606635072,-5.535714285714286,-259.375,34.125,17.074766355140188,
CPU,2026Q3,0.0,0,1,983.0,1,955.0,1,28.0,1,175.0,1,252.0,1,0.0,0,2026-Q3,,-13.351983723296032,-1.9162303664921465,-403.39285714285717,51.988571428571426,66.68253968253968,
Cooling,2016Q1,55.7,1,1,2887.8,1,0.0,0,0.0,0,171.1,1,51.3,1,1410.7,1,2016-Q1,,,,,,,
Cooling,2016Q2,0.0,0,1,3600.2,1,0.0,0,0.0,0,452.2,1,78.9,1,1410.7,1,2016-Q2,,,,,,,
Cooling,2016Q3,0.0,0,2,3850.5,2,59.4,1,304.20000000000005,1,490.9,2,310.5,2,1518.4,2,2016-Q3,,,,,,,
Cooling,2017Q1,56.1,2,2,3240.2,2,57.0,1,289.1,1,237.0,2,157.5,2,1496.8,2,2017-Q1,,,,,,,
Cooling,2017Q2,0.0,0,2,4022.2,2,45.7,1,288.3,1,481.19999999999993,2,725.1,2,1496.8,2,2017-Q2,,0.2820347073740738,1.0,1.0,0.6444305901911886,0.9292511377741002,0.057522715125601226
Cooling,2017Q3,0.0,0,2,3896.5,2,58.6,1,270.09999999999997,1,525.4,2,385.59999999999997,2,1496.8,2,2017-Q3,,0.07604260233542928,1.0,1.0,0.13932242101256184,0.7953838174273857,0.057522715125601226
Cooling,2018Q1,49.7,2,2,3347.7999999999997,2,62.3,1,284.9,1,230.8,2,125.69999999999999,2,1723.9,2,2018-Q1,1.0,-0.15015831292191897,0.04654895666131619,-0.06774306774306799,-1.1269497400346618,-1.4701670644391411,0.11920645049016763
Cooling,2018Q2,0.0,0,1,3908.4,1,0.0,0,0.0,0,557.6,1,358.6,1,1555.4,1,2018-Q2,,0.17096510080851507,,,0.5749641319942611,0.5607919687674289,0.03767519609103776
Cooling,2018Q3,0.0,0,2,4020.3,2,59.0,1,290.8,1,512.8000000000001,2,368.7,2,1723.9,2,2018-Q3,,-0.00047260154714813226,0.22542372881355927,0.00859697386519945,0.0616224648985962,-0.9666395443449961,0.1317361795927839
Cooling,2019Q1,74.4,2,2,3900.0,2,88.5,1,427.0,1,271.0,2,137.4,2,1869.1,2,2019-Q1,1.0,0.0008974358974358974,0.33785310734463275,0.3674473067915692,-0.9387453874538745,-1.806404657933042,0.19918677438339305
Cooling,2019Q2,0.0,0,2,4866.0,2,86.1,1,422.20000000000005,1,663.8,2,464.0,2,1869.1,2,2019-Q2,,0.3120016440608303,0.2764227642276423,0.32520132638559934,0.6523049111178065,0.7290948275862069,0.0776844470600823
Cooling,2019Q3,0.0,0,2,4543.6,2,85.4,1,427.30000000000007,1,600.9,2,486.8,2,1869.1,2,2019-Q3,,0.13980103882384018,1.0,1.0,0.07205857879846889,0.2633525061626951,0.16783478679578398
Cooling,2020Q1,112.6,3,3,7692.799999999999,3,94.3,1,471.8,1,771.3,3,621.9,3,2811.3,3,2020-Q1,1.0,0.4773944467554076,0.37433722163308586,0.3836371343789741,0.33514845066770377,0.4071394114809455,0.3867961441326077
Cooling,2020Q2,0.0,0,3,9128.5,3,87.9,1,461.0,1,1394.6999999999998,3,1262.1,3,2811.3,3,2020-Q2,,0.5727666100673714,-0.006825938566552836,0.0737527114967462,0.8056929805692981,0.8911338245780841,0.3351474406858038
Cooling,2020Q3,0.0,0,3,8833.9,3,91.7,1,449.3,1,1199.1,3,972.8,3,2811.3,3,2020-Q3,,0.449167411901878,0.061068702290076424,0.06031604718450916,0.446418146943541,0.5230263157894737,0.3351474406858038
Cooling,2021Q1,103.0,3,3,7058.3,3,83.4,1,445.6,1,487.5,3,80.8,3,3025.6000000000004,3,2021-Q1,1.0,0.35627559043962426,-0.023980815347721823,0.04106822262118481,-0.23261538461538456,-5.024752475247525,0.38223823373876264
Cooling,2021Q2,0.0,0,3,7611.0,3,75.7,1,424.5,1,871.5,3,348.8,3,3025.6000000000004,3,2021-Q2,,-0.010747602154775887,-0.24570673712021127,-0.1114252061248528,0.11497418244406202,-0.7829701834862384,0.07082892649391861
Cooling,2021Q3,0.0,0,3,8970.9,3,73.5,1,399.9,1,1656.1,3,510.6,3,3025.6000000000004,3,2021-Q3,,-0.017567914033151676,-0.19591836734693885,-0.1527881970492624,0.15784071010204703,-1.4717978848413629,0.07082892649391861
Cooling,2022Q1,106.0,3,3,8064.4,3,46.1,1,301.7,1,921.0,3,618.6,3,3696.3999999999996,3,2022-Q1,1.0,-0.09541937403898616,-0.9891540130151844,-0.4892277096453431,-0.3019543973941367,-0.5725832525056578,0.23944919381019358
Cooling,2022Q2,0.0,0,3,9731.1,3,80.8,1,380.59999999999997,1,1462.5,3,865.3,3,3696.3999999999996,3,2022-Q2,,0.27466576234958023,-0.03217821782178228,-0.1707829742511825,0.6666666666666666,0.9066219808159021,0.18147386646466815
Cooling,2022Q3,0.0,0,3,9545.1,3,82.7,1,401.6,1,1302.6999999999998,3,602.0,3,3696.3999999999996,3,2022-Q3,,0.2026275261652576,0.08464328899637243,-0.05702191235059755,0.3310048361096184,0.42059800664451824,0.18147386646466815
Cooling,2023Q1,142.2,3,3,8504.1,3,73.2,1,421.40000000000003,1,2133.9,3,1649.5,3,4915.0,3,2023-Q1,1.0,-0.05489117014146109,-0.004098360655737666,0.05102040816326544,0.22390927409906752,0.6904516520157624,0.3844150559511698
Cooling,2023Q2,0.0,0,3,9880.3,3,66.3,1,412.59999999999997,1,1540.1,3,1896.7,3,4915.0,3,2023-Q2,,0.18378996589172392,0.3046757164404223,0.26878332525448373,0.40198688396857346,0.6738545895502714,0.24793489318413028
Cooling,2023Q3,0.0,0,3,10325.099999999999,3,74.6,1,427.6,1,2344.9,3,2009.0,3,4915.0,3,2023-Q3,,0.0575297091553591,-0.08310991957104562,0.10991580916744634,0.37630602584331957,0.5692882030861125,0.24793489318413028
Cooling,2024Q1,157.5,3,3,9479.8,3,83.4,1,457.6,1,1037.4,3,708.4000000000001,3,4694.0,3,2024-Q1,1.0,-0.0068883309774468975,0.00839328537170267,0.12237762237762237,-0.25573549257759753,0.15019762845849813,0.21252662974009381
Cooling,2024Q2,0.0,0,3,11275.5,3,96.2,1,482.59999999999997,1,1411.1999999999998,3,997.6,3,4694.0,3,2024-Q2,,0.2457895437009445,0.23908523908523907,0.1268130957314545,-0.5121173469387758,-0.6534683239775461,-0.04708138048572646
Cooling,2024Q3,0.0,0,3,10377.9,3,97.6,1,462.4,1,1413.7,3,1007.8,3,4300.0,3,2024-Q3,,0.04794804343846061,0.3206967213114754,0.10769896193771629,-0.08941076607483897,-0.8820202421115302,-0.14302325581395348
Cooling,2024Q4,1108.0,1,1,18311.0,1,6299.0,1,12012.0,1,2811.0,1,2048.0,1,14413.0,1,2024-Q4,1.0,0.43612582600622585,0.9881568502936974,0.9644022644022644,0.16581287797936675,0.01904296875,0.658988413238049
Cooling,2025Q1,834.9,4,4,26722.9,4,6184.9,2,10902.5,2,3896.3,4,2741.1,4,19252.4,4,2025-Q1,0.8113546532518865,0.645255567322409,0.9865155459263691,0.9580279752350378,0.7337474013807972,0.7415636058516654,0.7561862417153187
Cooling,2025Q2,676.0,1,4,28680.9,4,6455.1,2,10984.4,2,4737.9,4,5152.8,4,19642.4,4,2025-Q2,1.0,0.6068638013451461,0.9850970550417499,0.956064964859255,0.7021465206103971,0.8063965222791492,0.7610271657231296
Cooling,2025Q3,0.0,0,3,11986.599999999999,3,127.3,1,434.09999999999997,1,1849.3,3,1263.4,3,4628.4,3,2025-Q3,,0.13420819915572382,0.23330714846818543,-0.06519235199262846,0.23554858595144104,0.20231122368212767,0.07095324518192024
Cooling,2025Q4,1083.6,4,4,29932.5,4,9365.0,4,20567.5,4,3999.8,4,2576.9,4,19901.5,4,2025-Q4,-0.022517534145441206,0.3882569113839472,0.32738921516284036,0.4159718001701714,0.29721486074303716,0.20524661414878345,0.27578323241966685
Cooling,2026Q1,737.7,4,4,26487.0,4,6339.6,2,10240.9,2,4243.3,4,2963.2,4,22612.5,4,2026-Q1,-0.13176087840585593,-0.008906255899120379,0.024402170483942318,-0.0646036969406986,0.08177597624490372,0.0749527537796976,0.1485948037589828
Cooling,2026Q2,0.0,0,1,658.0,1,165.6,1,492.4,1,75.3,1,46.1,1,340.9,1,2026-Q2,,-42.58799392097265,-37.98007246376812,-21.30787977254265,-61.9203187250996,-110.77440347071582,-56.619243179818135
Cooling,2026Q3,0.0,0,1,616.8,1,149.6,1,467.19999999999993,1,59.3,1,41.0,1,340.9,1,2026-Q3,,-18.433527885862517,0.14906417112299464,0.07084760273972597,-30.18549747048904,-29.814634146341465,-12.57700205338809
DRAM,2016Q1,669.0,1,1,4573.0,1,1638.0,1,2935.0,1,1085.0,1,1003.0,1,2340.0,1,2016-Q1,,,,,,,
DRAM,2016Q2,0.0,0,1,4166.0,1,1405.0,1,2761.0,1,855.0,1,934.0,1,2340.0,1,2016-Q2,,,,,,,
DRAM,2016Q3,0.0,0,1,3853.0,1,1202.0,1,2651.0,1,631.0,1,491.0,1,2340.0,1,2016-Q3,,,,,,,
DRAM,2017Q1,990.0,1,1,3350.0,1,849.0,1,2501.0,1,232.0,1,206.0,1,2889.0,1,2017-Q1,,,,,,,
DRAM,2017Q2,0.0,0,1,2934.0,1,579.0,1,2355.0,1,-5.0,1,-97.0,1,2889.0,1,2017-Q2,,-0.5586230402181322,-1.8290155440414508,-0.24628450106157113,218.0,11.34020618556701,0.19003115264797507
DRAM,2017Q3,0.0,0,1,2898.0,1,498.0,1,2400.0,1,-27.0,1,-215.0,1,2889.0,1,2017-Q3,,-0.43754313319530713,-1.821285140562249,-0.15041666666666667,32.666666666666664,5.344186046511628,0.19003115264797507
DRAM,2018Q1,1264.0,1,1,3970.0,1,1011.0,1,2959.0,1,359.0,1,180.0,1,3123.0,1,2018-Q1,1.0,0.02947103274559194,-0.18892185954500496,0.10408921933085502,-0.7576601671309192,-1.7277777777777779,0.2507204610951009
DRAM,2018Q2,0.0,0,1,4648.0,1,1704.0,1,2944.0,1,1044.0,1,894.0,1,3123.0,1,2018-Q2,,0.27925989672977625,0.5017605633802817,0.15047554347826086,0.7777777777777778,0.7695749440715883,0.07492795389048991
DRAM,2018Q3,0.0,0,1,5566.0,1,2609.0,1,2957.0,1,1963.0,1,1647.0,1,3123.0,1,2018-Q3,,0.4728710025152713,0.7780758911460329,0.20358471423740276,1.0025471217524198,1.0588949605343048,0.07492795389048991
DRAM,2019Q1,1956.0,1,1,6803.0,1,3747.0,1,3056.0,1,3097.0,1,2678.0,1,3595.0,1,2019-Q1,1.0,0.5740114655299132,0.8670936749399519,0.21465968586387435,1.0087181143041652,1.0802837938760268,0.1963838664812239
DRAM,2019Q2,0.0,0,1,7351.0,1,4270.0,1,3081.0,1,3567.0,1,3309.0,1,3595.0,1,2019-Q2,,0.45993742347979866,0.763231850117096,0.039597533268419347,0.8993552004485562,0.9456029011786038,0.13129346314325452
DRAM,2019Q3,0.0,0,1,7797.0,1,4723.0,1,3074.0,1,3953.0,1,3823.0,1,3595.0,1,2019-Q3,,0.40387328459663974,0.6392123650222317,0.04229017566688354,0.7358967872501897,0.7661522364635104,0.13129346314325452
DRAM,2020Q1,2700.0,1,1,7913.0,1,4615.0,1,3298.0,1,3759.0,1,3293.0,1,5118.0,1,2020-Q1,1.0,0.2966005307721471,0.4346695557963164,0.10339599757428744,0.47778664538441074,0.4998481627695111,0.3898007033997655
DRAM,2020Q2,0.0,0,1,5835.0,1,2864.0,1,2971.0,1,1957.0,1,1619.0,1,5118.0,1,2020-Q2,,-0.1658954584404456,-0.3083100558659218,-0.0286098956580276,-0.5825242718446602,-0.654107473749228,0.2975771785853849
DRAM,2020Q3,0.0,0,1,4788.0,1,1828.0,1,2960.0,1,1010.0,1,840.0,1,5118.0,1,2020-Q3,,-0.5352965747702589,-1.3358862144420132,-0.04087837837837838,-2.5316831683168317,-2.9392857142857145,0.2975771785853849
DRAM,2021Q1,1943.0,1,1,5144.0,1,1366.0,1,3778.0,1,518.0,1,491.0,1,5607.0,1,2021-Q1,1.0,-0.515746500777605,-2.457540263543192,0.18634197988353626,-6.6312741312741315,-6.786150712830957,0.3588371678259319
DRAM,2021Q2,0.0,0,1,4797.0,1,1355.0,1,3442.0,1,440.0,1,405.0,1,5373.0,1,2021-Q2,,-0.6495726495726496,-2.4059040590405902,0.041836141778036025,-7.543181818181818,-7.130864197530864,0.047459519821328865
DRAM,2021Q3,0.0,0,1,5438.0,1,1763.0,1,3675.0,1,888.0,1,803.0,1,5373.0,1,2021-Q3,,-0.07300478116954763,-0.624503686897334,0.19156462585034015,-1.2038288288288288,-1.016189290161893,0.047459519821328865
DRAM,2022Q1,2738.0,1,1,5773.0,1,1736.0,1,4037.0,1,866.0,1,803.0,1,4487.0,1,2022-Q1,1.0,0.17062186038454877,-0.052995391705069124,0.2667822640574684,-0.16628175519630484,-0.0460772104607721,-0.14062848228214844
DRAM,2022Q2,0.0,0,1,6236.0,1,1649.0,1,4587.0,1,663.0,1,803.0,1,4487.0,1,2022-Q2,,0.17511225144323284,0.1716191631291692,0.1763679965118814,0.2187028657616893,0.38854296388542964,-0.24960998439937598
DRAM,2022Q3,0.0,0,1,7422.0,1,3126.0,1,4296.0,1,1799.0,1,803.0,1,4487.0,1,2022-Q3,,0.35367825383993534,0.5665387076135636,0.19878957169459963,0.7554196775986659,0.49564134495641343,-0.19745932694450635
DRAM,2023Q1,3265.0,1,1,7687.0,1,3565.0,1,4122.0,1,2631.0,1,2306.0,1,6663.0,1,2023-Q1,1.0,0.2925718745934695,0.5054698457223001,0.10844250363901019,0.6624857468643102,0.6517779705117086,0.19360648356596127
DRAM,2023Q2,0.0,0,1,7786.0,1,3676.0,1,4110.0,1,2546.0,1,2306.0,1,6663.0,1,2023-Q2,,0.25854097097354223,0.5277475516866159,0.017761557177615572,0.6598586017282011,0.6517779705117086,0.3265796187903347
DRAM,2023Q3,0.0,0,1,8642.0,1,4035.0,1,4607.0,1,3004.0,1,2306.0,1,6663.0,1,2023-Q3,,0.27840777597778293,0.5913258983890954,0.004341219882787063,0.7792942743009321,0.6517779705117086,0.3265796187903347
DRAM,2024Q1,2449.0,1,1,4085.0,1,893.0,1,3192.0,1,-209.0,1,-195.0,1,8387.0,1,2024-Q1,1.0,-0.816891064871481,-2.5005599104143337,-0.3458646616541353,9.607655502392344,5.1179487179487175,0.4650053654465244
DRAM,2024Q2,0.0,0,1,3693.0,1,-1206.0,1,4899.0,1,-2303.0,1,-195.0,1,8387.0,1,2024-Q2,,-1.081505551042513,3.9560530679933663,0.15860379669320268,2.1424229266174555,12.825641025641026,0.20555621795636103
DRAM,2024Q3,0.0,0,1,3752.0,1,-668.0,1,4420.0,1,-1761.0,1,-195.0,1,8387.0,1,2024-Q3,,-1.0751599147121536,6.502994011976048,0.07013574660633484,2.445769449176604,12.825641025641026,0.20555621795636103
DRAM,2025Q1,19841961.0,3,3,96784370.0,3,38232528.0,3,58551842.0,3,14124648.0,3,16134254.0,3,67780492.0,3,2025-Q1,1.0,0.9999107087229064,0.999894461595634,0.9999213175906575,0.9997873221336206,0.9998570742719186,0.9999016973792401
DRAM,2025Q2,18438572.0,2,3,96804093.0,3,37481154.0,3,59322939.0,3,13889099.0,3,11930028.0,3,64454621.0,3,2025-Q2,0.9998671806037908,0.9999578013710639,0.9999761746930204,0.9999461928209592,1.0000150477723573,1.0000163453094997,0.9998698774444736
DRAM,2025Q3,17448509.0,2,3,110517487.0,3,47523059.0,3,62994428.0,3,23550171.0,3,24600422.0,3,63497656.0,3,2025-Q3,1.0,0.9999665844736408,1.000025377154278,0.9999222312170213,1.000097791221983,1.00000792669329,0.999867916384189
DRAM,2025Q4,25010635.0,3,3,126677667.0,3,66834996.0,3,59842671.0,3,39249370.0,3,34517077.0,3,66934423.0,3,2025-Q4,1.0,0.9999703815195775,1.000009994763821,0.999926139660444,1.0000448669621957,1.000005649377553,0.9998746982550368
DRAM,2026Q1,26045527.0,3,3,186482300.0,4,123595935.0,3,62862505.0,3,94845254.0,3,87433236.0,3,74260861.0,3,2026-Q1,0.23818162711777727,0.48099969809467175,0.6906651662936972,0.06857287981126428,0.851076913136845,0.8154677244246112,0.08726493219624804
Energy,2016Q1,2360.12,4,5,13458.173999999999,4,0.0,0,0.0,0,3239.449,4,2253.452,5,4930.0,3,2016-Q1,,,,,,,
Energy,2016Q2,221.342,1,5,13121.582,4,0.0,0,0.0,0,3156.133,4,2366.459,5,4930.0,3,2016-Q2,,,,,,,
Energy,2016Q3,216.046,1,5,14261.649000000001,4,0.0,0,0.0,0,4393.883,4,2929.132,5,4930.0,3,2016-Q3,,,,,,,
Energy,2017Q1,3677.7,4,5,12570.155999999999,4,0.0,0,0.0,0,3168.688,4,2050.889,5,5067.0,3,2017-Q1,,,,,,,
Energy,2017Q2,249.867,1,5,13037.51,4,0.0,0,0.0,0,3286.6549999999997,4,2174.7110000000002,5,5067.0,3,2017-Q2,-8.44550500866461,-0.03226567036190184,,,0.014362931308579598,-0.03620756964948445,0.02703769488849418
Energy,2017Q3,279.477,1,5,15307.676,4,0.0,0,0.0,0,4510.941,4,3194.45,5,5067.0,3,2017-Q3,0.20801353957570737,0.14281031294364993,,,0.3003382221137452,0.2591967318317707,0.02703769488849418
Energy,2018Q1,3347.242,5,6,19867.525,6,0.0,0,0.0,0,5015.213,5,3434.062,6,5623.0,4,2018-Q1,0.9354555183043234,0.28216277568544645,,,0.12388905516076784,0.14703578444419463,0.12324382002489774
Energy,2018Q2,348.572,1,8,21060.203999999998,8,-5.806,1,92.589,1,576.733,6,307.71638199999995,8,5713.26,5,2018-Q2,-9.550761392194438,0.40313227735115953,1.0,1.0,-4.494202689979592,-5.664867780747533,0.11311580428686953
Energy,2018Q3,320.234,1,8,23536.025999999998,8,-15.09,1,108.855,1,5123.186,6,4305.365093,8,5713.26,5,2018-Q3,0.2197361929089353,0.4460615398708346,1.0,1.0,0.3584743946442702,0.49488348768939117,0.11311580428686953
Energy,2018Q4,48.0,1,1,1191.0,1,0.0,0,0.0,0,-161.0,1,-163.0,1,253.0,1,2018-Q4,-4.8224374999999995,-11.852792611251049,,,29.01826708074534,20.597852760736195,-19.027667984189723
Energy,2019Q1,3403.952,6,8,21286.237999999998,8,43.666,1,125.695,1,3147.56,6,6097.177404,8,5970.476000000001,5,2019-Q1,0.016660046910179707,0.06664930646739908,1.0,1.0,-0.5933653369594225,0.4367784021263489,0.05819904476628003
Energy,2019Q2,520.239,1,8,22209.824,8,32.771,1,136.11,1,2391.783,6,1838.603382,8,5970.476000000001,5,2019-Q2,0.32997718356370825,0.05176177893170169,1.1771688383021572,0.3197487326427155,0.7588690111101216,0.8326358011670405,0.04308132215923828
Energy,2019Q3,545.541,1,8,24536.941,8,23.385,1,166.805,1,5141.642,6,3813.611093,8,5970.476000000001,5,2019-Q3,0.41299737324967334,0.040792167206172965,1.6452854393842207,0.34741164833188454,0.0035895147892443953,-0.1289470761459211,0.04308132215923828
Energy,2020Q1,3368.613,7,8,23246.048000000003,8,1.564,1,128.466,1,5026.766,6,2744.8579999999997,8,6864.871,6,2020-Q1,0.9857508119810735,0.9487654847826177,1.0,1.0,1.0320285447940087,1.0593837641145736,0.9631457022280535
Energy,2020Q2,444.171,1,8,23810.37,8,28.35,1,156.943,1,4507.503,6,3198.316,8,6851.889,6,2020-Q2,-6.66360703422781,0.10600977641254636,-0.5402469135802467,0.19910413334777605,0.30170651023415845,-0.9063711665764109,0.12863795662772698
Energy,2020Q3,556.822,1,8,26534.179,8,42.725,1,165.94400000000002,1,5400.456,6,3907.7999999999997,8,6751.607,6,2020-Q3,0.06569963112089675,0.16297300926476752,0.23297834991222938,0.17978354143566505,0.557114621431968,0.5295042269307539,0.11569556699612395
Energy,2021Q1,2353.0009999999997,6,8,22483.238,8,19.931,1,121.46499999999999,1,4197.889,7,1320.543,8,6314.659000000001,6,2021-Q1,0.7681509697615937,-0.09134373794379606,-0.1732978776779891,-0.3732762524183923,-0.22481609208818995,-1.8879113311721012,0.05450539767863949
Energy,2021Q2,481.948,1,8,20686.137,8,26.249,1,146.067,1,3748.588,7,817.4920000000002,8,6314.659000000001,6,2021-Q2,-5.98957771377825,-0.1237500747481274,0.9404167777820107,0.12049949680626013,-0.3409758554421023,-2.357657322640465,-0.08713249599067811
Energy,2021Q3,565.285,1,8,24685.931,8,55.987,1,128.177,1,3869.078,7,3571.433,8,6314.659000000001,6,2021-Q3,0.21425298743111879,0.03546801617488121,0.49363245039026915,-0.22442403863407648,-0.16500701200647797,0.10447263045393829,-0.08507664467709175
Energy,2022Q1,2964.33,7,9,35076.065,9,54.651,1,122.94999999999999,1,-116.93499999999995,8,1566.173,9,7530.67,6,2022-Q1,0.8121592400306308,0.24352463709940103,0.21822107555213996,-0.3496868645790975,47.18340103476292,-1.4951266558675187,0.10345201688561577
Energy,2022Q2,692.232,1,9,28140.379,9,37.344,1,174.816,1,1673.143,8,1440.154,9,7530.67,6,2022-Q2,-2.399150862716546,0.20103286455381428,0.4662864181662382,0.30518373604246757,-1.5089839900116129,0.08305431224716253,0.16147447703856357
Energy,2022Q3,678.277,1,9,31197.853,9,36.883,1,153.89399999999998,1,4388.032,8,3576.563,9,7530.67,6,2022-Q3,0.28945253930178977,0.33693716038728694,0.2883171108640838,0.05085968263869917,0.14572455260125722,0.7714308401669423,0.16147447703856357
Energy,2023Q1,2763.128,7,9,33165.868,9,27.937,1,157.08399999999997,1,1888.4569999999999,8,1677.2060000000001,9,8753.394,6,2023-Q1,0.7954184532891709,0.2556826494032962,-1.0040448151197336,0.1840225611774591,-1.0488038647424855,-1.129394361813635,0.27860450472125436
Energy,2023Q2,484.83,1,9,34347.128,9,-1.97,1,229.544,1,1115.88,8,1244.6570000000002,9,8753.394,6,2023-Q2,-5.114163727492111,-0.021222647785864523,28.741624365482235,0.46437284355069186,1.1047917338781947,-0.2583169499709557,0.1396857036253595
