section,target_metric,target_metric_label,target_transform,lag_quarters,lag_interpretation,observations,corr,r_squared,beta_target_per_1_capex_yoy
CPU,gross_profit_usd_m,Gross profit,YoY %,4,Hyperscaler capex leads target by 4 quarter(s),26,-0.1859670557825418,0.03458374583642702,-0.11036540664743727
CPU,gross_profit_usd_m,Gross profit,YoY %,5,Hyperscaler capex leads target by 5 quarter(s),25,0.15493350800230976,0.024004391901901782,0.09051660076698889
CPU,gross_profit_usd_m,Gross profit,YoY %,6,Hyperscaler capex leads target by 6 quarter(s),24,0.29439785241948363,0.08667009550920406,0.17346173566276876
CPU,gross_profit_usd_m,Gross profit,YoY %,7,Hyperscaler capex leads target by 7 quarter(s),23,0.3303885574853167,0.10915659891722843,0.19274716988491092
CPU,gross_profit_usd_m,Gross profit,YoY %,8,Hyperscaler capex leads target by 8 quarter(s),22,0.28023604269840413,0.07853223962726179,0.15610473545334394
CPU,operating_income_usd_m,Operating income,YoY delta USDm,-4,Target leads hyperscaler capex by 4 quarter(s),25,0.22078271453961185,0.04874500703947973,531.3353827681807
CPU,operating_income_usd_m,Operating income,YoY delta USDm,-3,Target leads hyperscaler capex by 3 quarter(s),26,0.240669624292714,0.05792186805719611,659.1063475637826
CPU,operating_income_usd_m,Operating income,YoY delta USDm,-2,Target leads hyperscaler capex by 2 quarter(s),27,-0.1018644902048078,0.010376374364685383,-278.11569686412565
CPU,operating_income_usd_m,Operating income,YoY delta USDm,-1,Target leads hyperscaler capex by 1 quarter(s),28,-0.11742401457595034,0.013788399199132996,-318.3095704767128
CPU,operating_income_usd_m,Operating income,YoY delta USDm,0,Same quarter,29,0.11514822389847512,0.013259113466973357,314.9784321118116
CPU,operating_income_usd_m,Operating income,YoY delta USDm,1,Hyperscaler capex leads target by 1 quarter(s),29,-0.025128593445722422,0.0006314462085604039,-81.51443106829652
CPU,operating_income_usd_m,Operating income,YoY delta USDm,2,Hyperscaler capex leads target by 2 quarter(s),28,0.32341586441884335,0.10459782135778767,1061.1453991674446
CPU,operating_income_usd_m,Operating income,YoY delta USDm,3,Hyperscaler capex leads target by 3 quarter(s),27,0.4698509721462167,0.22075993602674487,1648.3356465116892
CPU,operating_income_usd_m,Operating income,YoY delta USDm,4,Hyperscaler capex leads target by 4 quarter(s),26,-0.022439889360718595,0.0005035486345212916,-141.29354421826133
CPU,operating_income_usd_m,Operating income,YoY delta USDm,5,Hyperscaler capex leads target by 5 quarter(s),25,0.000590046108433111,3.4815441007705857e-07,3.6541442025064783
CPU,operating_income_usd_m,Operating income,YoY delta USDm,6,Hyperscaler capex leads target by 6 quarter(s),24,0.1999629364712841,0.0399851759622188,1252.3106269554903
CPU,operating_income_usd_m,Operating income,YoY delta USDm,7,Hyperscaler capex leads target by 7 quarter(s),23,-0.08032752064581451,0.006452510573103757,-502.36682440497174
CPU,operating_income_usd_m,Operating income,YoY delta USDm,8,Hyperscaler capex leads target by 8 quarter(s),22,-0.23005936139722172,0.05292730976649747,-1413.3962887705877
CPU,net_income_usd_m,Net income,YoY delta USDm,-4,Target leads hyperscaler capex by 4 quarter(s),25,0.06719607065036455,0.004515311910848785,186.84301620412072
CPU,net_income_usd_m,Net income,YoY delta USDm,-3,Target leads hyperscaler capex by 3 quarter(s),26,0.20195295799006624,0.04078499724093746,855.8012389851356
CPU,net_income_usd_m,Net income,YoY delta USDm,-2,Target leads hyperscaler capex by 2 quarter(s),27,-0.1727044459898135,0.029826825664648407,-726.4427197666452
CPU,net_income_usd_m,Net income,YoY delta USDm,-1,Target leads hyperscaler capex by 1 quarter(s),28,-0.4188507796435942,0.1754359756080467,-1750.5714435219475
CPU,net_income_usd_m,Net income,YoY delta USDm,0,Same quarter,29,0.07749767170302377,0.006005889119389651,322.6768333373224
CPU,net_income_usd_m,Net income,YoY delta USDm,1,Hyperscaler capex leads target by 1 quarter(s),29,0.050096467209222284,0.0025096560268446835,261.21027944428533
CPU,net_income_usd_m,Net income,YoY delta USDm,2,Hyperscaler capex leads target by 2 quarter(s),28,0.2884443787270585,0.08320015961923877,1530.0152190616654
CPU,net_income_usd_m,Net income,YoY delta USDm,3,Hyperscaler capex leads target by 3 quarter(s),27,0.5249242385687342,0.27554545623696536,2977.1082998667816
CPU,net_income_usd_m,Net income,YoY delta USDm,4,Hyperscaler capex leads target by 4 quarter(s),26,0.0808341810937043,0.0065341648330897815,826.3829787197202
CPU,net_income_usd_m,Net income,YoY delta USDm,5,Hyperscaler capex leads target by 5 quarter(s),25,-0.09060988824366764,0.00821015184752994,-933.7022187877724
CPU,net_income_usd_m,Net income,YoY delta USDm,6,Hyperscaler capex leads target by 6 quarter(s),24,0.10699787485633522,0.011448545223771972,1114.223693973516
CPU,net_income_usd_m,Net income,YoY delta USDm,7,Hyperscaler capex leads target by 7 quarter(s),23,-0.05361759688073498,0.0028748466952650017,-560.8232509193517
CPU,net_income_usd_m,Net income,YoY delta USDm,8,Hyperscaler capex leads target by 8 quarter(s),22,-0.2926756840524993,0.08565905603559838,-3079.256937177036
Cooling,revenue_usd_m,Revenue,YoY %,-4,Target leads hyperscaler capex by 4 quarter(s),25,0.15971398342069912,0.025508556500107353,0.07759880211420166
Cooling,revenue_usd_m,Revenue,YoY %,-3,Target leads hyperscaler capex by 3 quarter(s),26,0.5085332703654751,0.25860608706860544,0.24447700158733085
Cooling,revenue_usd_m,Revenue,YoY %,-2,Target leads hyperscaler capex by 2 quarter(s),27,0.26378517100183135,0.06958261644046541,0.1278471869050824
Cooling,revenue_usd_m,Revenue,YoY %,-1,Target leads hyperscaler capex by 1 quarter(s),28,-0.021440083972831456,0.0004596772007620643,-0.010339763956382397
Cooling,revenue_usd_m,Revenue,YoY %,0,Same quarter,29,0.06077681514836734,0.003693821259578813,0.03225100237273728
Cooling,revenue_usd_m,Revenue,YoY %,1,Hyperscaler capex leads target by 1 quarter(s),29,-0.05805220831460848,0.003370058890202698,-0.029596400105898944
Cooling,revenue_usd_m,Revenue,YoY %,2,Hyperscaler capex leads target by 2 quarter(s),28,-0.44197100767580694,0.1953383716259682,-0.2401477251963723
Cooling,revenue_usd_m,Revenue,YoY %,3,Hyperscaler capex leads target by 3 quarter(s),27,-0.3456800659542538,0.11949470799813727,-0.2164668164557451
Cooling,revenue_usd_m,Revenue,YoY %,4,Hyperscaler capex leads target by 4 quarter(s),26,0.1974653248490814,0.03899255451775324,0.2220047689828673
Cooling,revenue_usd_m,Revenue,YoY %,5,Hyperscaler capex leads target by 5 quarter(s),25,0.07441374066395869,0.005537404799602899,0.08457457081438877
Cooling,revenue_usd_m,Revenue,YoY %,6,Hyperscaler capex leads target by 6 quarter(s),24,-0.27162472233788737,0.0737799897851344,-0.28322094533140635
Cooling,revenue_usd_m,Revenue,YoY %,7,Hyperscaler capex leads target by 7 quarter(s),23,0.03658247748992587,0.0013382776593009332,0.03865529978665231
Cooling,revenue_usd_m,Revenue,YoY %,8,Hyperscaler capex leads target by 8 quarter(s),23,0.1644540908532644,0.027045147998373743,0.1905346141512251
Cooling,gross_profit_usd_m,Gross profit,YoY %,-4,Target leads hyperscaler capex by 4 quarter(s),21,0.6635103669254129,0.44024600701749605,15.307907376693846
Cooling,gross_profit_usd_m,Gross profit,YoY %,-3,Target leads hyperscaler capex by 3 quarter(s),22,0.6825211745593474,0.4658351537218711,15.496587861314529
Cooling,gross_profit_usd_m,Gross profit,YoY %,-2,Target leads hyperscaler capex by 2 quarter(s),23,0.35073702903921933,0.12301646353925819,8.101895786369013
Cooling,gross_profit_usd_m,Gross profit,YoY %,-1,Target leads hyperscaler capex by 1 quarter(s),24,-0.042783787209727586,0.0018304524480072498,-0.9588438155757192
Cooling,gross_profit_usd_m,Gross profit,YoY %,0,Same quarter,25,-0.06902248009251845,0.004764102758122105,-1.2221851621056163
Cooling,gross_profit_usd_m,Gross profit,YoY %,1,Hyperscaler capex leads target by 1 quarter(s),26,-0.09773746191277993,0.009552611461152109,-1.8457443715547166
Cooling,gross_profit_usd_m,Gross profit,YoY %,2,Hyperscaler capex leads target by 2 quarter(s),26,-0.25805581903583813,0.06659280573825724,-5.182690136098474
Cooling,gross_profit_usd_m,Gross profit,YoY %,3,Hyperscaler capex leads target by 3 quarter(s),25,-0.2258118926521482,0.05099101086314531,-5.448610757060853
Cooling,gross_profit_usd_m,Gross profit,YoY %,4,Hyperscaler capex leads target by 4 quarter(s),25,-0.24121387730857866,0.05818413460623804,-10.521393615701063
Cooling,gross_profit_usd_m,Gross profit,YoY %,5,Hyperscaler capex leads target by 5 quarter(s),24,-0.17791712430398535,0.031654503120599774,-7.802984967692532
Cooling,gross_profit_usd_m,Gross profit,YoY %,6,Hyperscaler capex leads target by 6 quarter(s),23,0.01724605518831312,0.00029742641955834184,0.7671102362262275
Cooling,gross_profit_usd_m,Gross profit,YoY %,7,Hyperscaler capex leads target by 7 quarter(s),22,0.1876419228163396,0.03520949119821314,8.488793592330115
Cooling,gross_profit_usd_m,Gross profit,YoY %,8,Hyperscaler capex leads target by 8 quarter(s),23,0.19314355947250328,0.03730443456570841,8.54369036462036
Cooling,operating_income_usd_m,Operating income,YoY delta USDm,-4,Target leads hyperscaler capex by 4 quarter(s),25,0.07628194011137429,0.005818934387155294,63.24563946110787
Cooling,operating_income_usd_m,Operating income,YoY delta USDm,-3,Target leads hyperscaler capex by 3 quarter(s),26,0.5509839253650761,0.3035832860107078,448.0609301783257
Cooling,operating_income_usd_m,Operating income,YoY delta USDm,-2,Target leads hyperscaler capex by 2 quarter(s),27,0.4762223701625926,0.22678774584327738,380.2208291939682
Cooling,operating_income_usd_m,Operating income,YoY delta USDm,-1,Target leads hyperscaler capex by 1 quarter(s),28,0.11953746304796367,0.01428920507194328,97.42714951766405
Cooling,operating_income_usd_m,Operating income,YoY delta USDm,0,Same quarter,29,0.1987492421287861,0.039501261246766846,242.27448040924702
Cooling,operating_income_usd_m,Operating income,YoY delta USDm,1,Hyperscaler capex leads target by 1 quarter(s),29,-0.14637295514121154,0.021425041996771126,-172.5653858407246
Cooling,operating_income_usd_m,Operating income,YoY delta USDm,2,Hyperscaler capex leads target by 2 quarter(s),28,-0.6930944483195278,0.48037991429135063,-804.293935050132
Cooling,operating_income_usd_m,Operating income,YoY delta USDm,3,Hyperscaler capex leads target by 3 quarter(s),27,-0.3764968680803657,0.14174989167432428,-520.4638654035178
Cooling,operating_income_usd_m,Operating income,YoY delta USDm,4,Hyperscaler capex leads target by 4 quarter(s),26,-0.05737168317101362,0.0032915100298751675,-141.77406845344214
Cooling,operating_income_usd_m,Operating income,YoY delta USDm,5,Hyperscaler capex leads target by 5 quarter(s),25,-0.10902861525464501,0.01188723894434541,-276.20310619186245
Cooling,operating_income_usd_m,Operating income,YoY delta USDm,6,Hyperscaler capex leads target by 6 quarter(s),24,-0.36681354310898273,0.13455217540816553,-654.2479635926117
Cooling,operating_income_usd_m,Operating income,YoY delta USDm,7,Hyperscaler capex leads target by 7 quarter(s),23,0.07108541520782759,0.005053136255269246,175.0069960877642
Cooling,operating_income_usd_m,Operating income,YoY delta USDm,8,Hyperscaler capex leads target by 8 quarter(s),23,0.4453805362925339,0.1983638221082251,1148.4149602314917
Cooling,net_income_usd_m,Net income,YoY delta USDm,-4,Target leads hyperscaler capex by 4 quarter(s),25,-0.1282998384399805,0.016460848543725096,-123.19892830897855
Cooling,net_income_usd_m,Net income,YoY delta USDm,-3,Target leads hyperscaler capex by 3 quarter(s),26,0.3756381992596455,0.14110405674302912,360.1545920383369
Cooling,net_income_usd_m,Net income,YoY delta USDm,-2,Target leads hyperscaler capex by 2 quarter(s),27,0.5032412151041933,0.2532517205795449,469.53336495835947
Cooling,net_income_usd_m,Net income,YoY delta USDm,-1,Target leads hyperscaler capex by 1 quarter(s),28,-0.007988937233196805,6.382311811595823e-05,-7.3160851514776315
Cooling,net_income_usd_m,Net income,YoY delta USDm,0,Same quarter,29,0.11303227608325311,0.012776295436560755,152.64369009043574
Cooling,net_income_usd_m,Net income,YoY delta USDm,1,Hyperscaler capex leads target by 1 quarter(s),29,-0.11960542733177036,0.014305458247215401,-158.69752172424134
Cooling,net_income_usd_m,Net income,YoY delta USDm,2,Hyperscaler capex leads target by 2 quarter(s),28,-0.6382306006433328,0.40733829959754936,-751.1569277706045
Cooling,net_income_usd_m,Net income,YoY delta USDm,3,Hyperscaler capex leads target by 3 quarter(s),27,-0.24545355176467035,0.06024744607389171,-365.85243246233193
Cooling,net_income_usd_m,Net income,YoY delta USDm,4,Hyperscaler capex leads target by 4 quarter(s),26,-0.014256769727269775,0.0002032554830563959,-38.2869338219351
Cooling,net_income_usd_m,Net income,YoY delta USDm,5,Hyperscaler capex leads target by 5 quarter(s),25,-0.16263019264487336,0.02644857955970862,-443.3283834986875
Cooling,net_income_usd_m,Net income,YoY delta USDm,6,Hyperscaler capex leads target by 6 quarter(s),24,-0.44565796335330427,0.19861102030021507,-860.2197759908821
Cooling,net_income_usd_m,Net income,YoY delta USDm,7,Hyperscaler capex leads target by 7 quarter(s),23,-0.06073647136246846,0.003688918953563951,-165.74812080864203
Cooling,net_income_usd_m,Net income,YoY delta USDm,8,Hyperscaler capex leads target by 8 quarter(s),23,0.32801564612745,0.10759426410440849,911.5836933055323
DRAM,revenue_usd_m,Revenue,YoY %,-4,Target leads hyperscaler capex by 4 quarter(s),24,0.3472151978095581,0.12055839358993058,729.8396024938859
DRAM,revenue_usd_m,Revenue,YoY %,-3,Target leads hyperscaler capex by 3 quarter(s),25,0.6570170413236567,0.4316713925896916,3141.316318119839
DRAM,revenue_usd_m,Revenue,YoY %,-2,Target leads hyperscaler capex by 2 quarter(s),26,0.7603482442028036,0.5781294524622862,5376.52570773659
DRAM,revenue_usd_m,Revenue,YoY %,-1,Target leads hyperscaler capex by 1 quarter(s),27,0.6958772791273427,0.48424518760567353,6283.661834374214
DRAM,revenue_usd_m,Revenue,YoY %,0,Same quarter,28,0.49497907143237113,0.24500428115605236,4425.575721016066
DRAM,revenue_usd_m,Revenue,YoY %,1,Hyperscaler capex leads target by 1 quarter(s),27,-0.03951915865859429,0.0015617639010831479,-376.77920048018615
DRAM,revenue_usd_m,Revenue,YoY %,2,Hyperscaler capex leads target by 2 quarter(s),26,-0.18972439042707784,0.03599534432292627,-3253.4873306050154
DRAM,revenue_usd_m,Revenue,YoY %,3,Hyperscaler capex leads target by 3 quarter(s),25,-0.16286281437262168,0.026524296305371026,-2828.81655169917
DRAM,revenue_usd_m,Revenue,YoY %,4,Hyperscaler capex leads target by 4 quarter(s),24,-0.34627764552992857,0.11990820779375086,-6067.057121679724
DRAM,revenue_usd_m,Revenue,YoY %,5,Hyperscaler capex leads target by 5 quarter(s),23,-0.2940242423260507,0.08645025507540817,-5177.872311074649
DRAM,revenue_usd_m,Revenue,YoY %,6,Hyperscaler capex leads target by 6 quarter(s),22,-0.09069663938896799,0.0082258803964525,-1619.3555402976767
DRAM,revenue_usd_m,Revenue,YoY %,7,Hyperscaler capex leads target by 7 quarter(s),21,-0.03007878460875749,0.0009047332835400264,-565.013947339623
DRAM,revenue_usd_m,Revenue,YoY %,8,Hyperscaler capex leads target by 8 quarter(s),20,0.07722979523238804,0.0059644412716365865,1444.0292485586124
DRAM,gross_profit_usd_m,Gross profit,YoY %,-4,Target leads hyperscaler capex by 4 quarter(s),22,0.6149169386977342,0.37812284149739306,1745.084619094263
DRAM,gross_profit_usd_m,Gross profit,YoY %,-3,Target leads hyperscaler capex by 3 quarter(s),23,0.5168489186030997,0.26713280466119355,4122.018517956025
DRAM,gross_profit_usd_m,Gross profit,YoY %,-2,Target leads hyperscaler capex by 2 quarter(s),23,0.8438062438895624,0.7120089772270116,7110.862045897462
DRAM,gross_profit_usd_m,Gross profit,YoY %,-1,Target leads hyperscaler capex by 1 quarter(s),23,0.1317829833703099,0.01736675470597937,2048.1303227692433
DRAM,gross_profit_usd_m,Gross profit,YoY %,0,Same quarter,24,-0.15661034618143072,0.02452680053106757,-1978.194288967355
DRAM,gross_profit_usd_m,Gross profit,YoY %,1,Hyperscaler capex leads target by 1 quarter(s),23,-0.007262097074867253,5.273805392479552e-05,-61.28088022780039
DRAM,gross_profit_usd_m,Gross profit,YoY %,2,Hyperscaler capex leads target by 2 quarter(s),22,-0.26594881231705714,0.07072877077285328,-4011.8127775313933
DRAM,gross_profit_usd_m,Gross profit,YoY %,3,Hyperscaler capex leads target by 3 quarter(s),21,-0.33112847168089055,0.10964606475772233,-5174.922202564569
DRAM,gross_profit_usd_m,Gross profit,YoY %,4,Hyperscaler capex leads target by 4 quarter(s),20,-0.0634572253355043,0.004026819447280968,-1096.5467280189594
DRAM,gross_profit_usd_m,Gross profit,YoY %,5,Hyperscaler capex leads target by 5 quarter(s),19,-0.11908258060082828,0.014180661002552764,-2026.6444419446746
DRAM,gross_profit_usd_m,Gross profit,YoY %,6,Hyperscaler capex leads target by 6 quarter(s),18,-0.12701421706504915,0.01613261133664742,-2014.3206199958686
DRAM,gross_profit_usd_m,Gross profit,YoY %,7,Hyperscaler capex leads target by 7 quarter(s),17,0.3031815493372221,0.09191905185851842,5162.944152146382
DRAM,gross_profit_usd_m,Gross profit,YoY %,8,Hyperscaler capex leads target by 8 quarter(s),16,0.16053913270909953,0.02577281313098987,2813.3002285866623
DRAM,operating_income_usd_m,Operating income,YoY delta USDm,-4,Target leads hyperscaler capex by 4 quarter(s),24,0.34694187417775024,0.12036866405796988,919664.8988192863
DRAM,operating_income_usd_m,Operating income,YoY delta USDm,-3,Target leads hyperscaler capex by 3 quarter(s),25,0.813693233758091,0.6620966786636994,2925788.29855822
DRAM,operating_income_usd_m,Operating income,YoY delta USDm,-2,Target leads hyperscaler capex by 2 quarter(s),26,0.6590669872997006,0.4343692937483037,3593581.718925761
DRAM,operating_income_usd_m,Operating income,YoY delta USDm,-1,Target leads hyperscaler capex by 1 quarter(s),27,0.6446429266709165,0.4155645029068446,5594790.223065841
DRAM,operating_income_usd_m,Operating income,YoY delta USDm,0,Same quarter,28,0.6423172222252966,0.4125714139672211,10508518.32479049
DRAM,operating_income_usd_m,Operating income,YoY delta USDm,1,Hyperscaler capex leads target by 1 quarter(s),27,0.7234044147371133,0.5233139472611453,12623578.090451509
DRAM,operating_income_usd_m,Operating income,YoY delta USDm,2,Hyperscaler capex leads target by 2 quarter(s),26,0.046410525112235396,0.002153936841193432,1457094.385422064
DRAM,operating_income_usd_m,Operating income,YoY delta USDm,3,Hyperscaler capex leads target by 3 quarter(s),25,-0.1736807515742461,0.030165003467394987,-5524771.895051961
DRAM,operating_income_usd_m,Operating income,YoY delta USDm,4,Hyperscaler capex leads target by 4 quarter(s),24,-0.06098711004415714,0.0037194275915381327,-1957578.9858195113
DRAM,operating_income_usd_m,Operating income,YoY delta USDm,5,Hyperscaler capex leads target by 5 quarter(s),23,-0.3448055385963998,0.11889085944675334,-11128407.24526616
DRAM,operating_income_usd_m,Operating income,YoY delta USDm,6,Hyperscaler capex leads target by 6 quarter(s),22,-0.30659136233485684,0.09399826345834347,-10036496.72306895
DRAM,operating_income_usd_m,Operating income,YoY delta USDm,7,Hyperscaler capex leads target by 7 quarter(s),21,-0.0617394039660633,0.003811754002084752,-2127326.7584627434
DRAM,operating_income_usd_m,Operating income,YoY delta USDm,8,Hyperscaler capex leads target by 8 quarter(s),20,-0.11625706898806855,0.01351570608969653,-3989416.4609545073
DRAM,net_income_usd_m,Net income,YoY delta USDm,-4,Target leads hyperscaler capex by 4 quarter(s),24,0.3470796921716759,0.1204643127179853,1050991.4867859182
DRAM,net_income_usd_m,Net income,YoY delta USDm,-3,Target leads hyperscaler capex by 3 quarter(s),25,0.8468549163936708,0.7171632494201312,3087394.3759284317
DRAM,net_income_usd_m,Net income,YoY delta USDm,-2,Target leads hyperscaler capex by 2 quarter(s),26,0.6033176844274758,0.36399222834293127,3397430.354265847
DRAM,net_income_usd_m,Net income,YoY delta USDm,-1,Target leads hyperscaler capex by 1 quarter(s),27,0.6603824913658582,0.43610503490257785,5372755.7287999755
DRAM,net_income_usd_m,Net income,YoY delta USDm,0,Same quarter,28,0.6355511168558369,0.4039252221367016,9317335.732028354
DRAM,net_income_usd_m,Net income,YoY delta USDm,1,Hyperscaler capex leads target by 1 quarter(s),27,0.701157080695467,0.49162125180938965,10962221.538842002
DRAM,net_income_usd_m,Net income,YoY delta USDm,2,Hyperscaler capex leads target by 2 quarter(s),26,0.03914544630867477,0.001532365966705339,1100933.1020885543
DRAM,net_income_usd_m,Net income,YoY delta USDm,3,Hyperscaler capex leads target by 3 quarter(s),25,-0.17912033434423036,0.03208409417558887,-5103121.663502152
DRAM,net_income_usd_m,Net income,YoY delta USDm,4,Hyperscaler capex leads target by 4 quarter(s),24,-0.0781968420200993,0.006114746101916368,-2247558.3692521644
DRAM,net_income_usd_m,Net income,YoY delta USDm,5,Hyperscaler capex leads target by 5 quarter(s),23,-0.34743941210593393,0.12071414508451699,-10038795.786578437
DRAM,net_income_usd_m,Net income,YoY delta USDm,6,Hyperscaler capex leads target by 6 quarter(s),22,-0.2932995572930862,0.08602463030832036,-8593504.939125651
DRAM,net_income_usd_m,Net income,YoY delta USDm,7,Hyperscaler capex leads target by 7 quarter(s),21,-0.06370793208701803,0.004058700610804101,-1964187.0877338066
DRAM,net_income_usd_m,Net income,YoY delta USDm,8,Hyperscaler capex leads target by 8 quarter(s),20,-0.10828516460689878,0.011725676873943165,-3323863.1967943823
Energy,revenue_usd_m,Revenue,YoY %,-4,Target leads hyperscaler capex by 4 quarter(s),24,0.030855402824221508,0.0009520558834449766,0.10889216790374445
Energy,revenue_usd_m,Revenue,YoY %,-3,Target leads hyperscaler capex by 3 quarter(s),25,0.1474033279813201,0.02172774109996863,0.518489496711529
Energy,revenue_usd_m,Revenue,YoY %,-2,Target leads hyperscaler capex by 2 quarter(s),26,0.042789109563815764,0.0018309078972642296,0.1501133264533414
Energy,revenue_usd_m,Revenue,YoY %,-1,Target leads hyperscaler capex by 1 quarter(s),27,-0.16180843482038318,0.02618196957902219,-0.5589130019603058
Energy,revenue_usd_m,Revenue,YoY %,0,Same quarter,28,-0.0745983589480823,0.00556491515774693,-0.2552968844845526
Energy,revenue_usd_m,Revenue,YoY %,1,Hyperscaler capex leads target by 1 quarter(s),27,0.07078905856676876,0.005011090812769417,0.2579021541137052
Energy,revenue_usd_m,Revenue,YoY %,2,Hyperscaler capex leads target by 2 quarter(s),26,0.20388031470888446,0.041567182725793766,1.3373796277670826
Energy,revenue_usd_m,Revenue,YoY %,3,Hyperscaler capex leads target by 3 quarter(s),25,0.36052738213307983,0.12997999326773177,2.4097072997225655
Energy,revenue_usd_m,Revenue,YoY %,4,Hyperscaler capex leads target by 4 quarter(s),24,-0.31172412464836424,0.09717192988778893,-0.7499972269145583
Energy,revenue_usd_m,Revenue,YoY %,5,Hyperscaler capex leads target by 5 quarter(s),23,0.24672407276160904,0.06087276808007575,1.682578834632653
Energy,revenue_usd_m,Revenue,YoY %,6,Hyperscaler capex leads target by 6 quarter(s),23,-0.17005290267255552,0.02891798970736164,-1.1573799966650729
Energy,revenue_usd_m,Revenue,YoY %,7,Hyperscaler capex leads target by 7 quarter(s),22,-0.1218580732495985,0.014849390016104516,-0.8407166293047059
Energy,revenue_usd_m,Revenue,YoY %,8,Hyperscaler capex leads target by 8 quarter(s),21,-0.11113035151563355,0.012349955027988276,-0.807354590852915
Energy,gross_profit_usd_m,Gross profit,YoY %,-4,Target leads hyperscaler capex by 4 quarter(s),13,0.8623818720590113,0.7437024932560049,167.6048719259393
Energy,gross_profit_usd_m,Gross profit,YoY %,-3,Target leads hyperscaler capex by 3 quarter(s),14,0.06711810158216948,0.004504839559994421,13.27327146193064
Energy,gross_profit_usd_m,Gross profit,YoY %,-2,Target leads hyperscaler capex by 2 quarter(s),15,-0.124811799720098,0.015577985349369855,-23.6718530014452
Energy,gross_profit_usd_m,Gross profit,YoY %,-1,Target leads hyperscaler capex by 1 quarter(s),17,-0.0134439820731782,0.0001807406539839368,-2.555038465264132
Energy,gross_profit_usd_m,Gross profit,YoY %,0,Same quarter,17,-0.2869518557720223,0.0823413675310075,-4.432041196168881
Energy,gross_profit_usd_m,Gross profit,YoY %,1,Hyperscaler capex leads target by 1 quarter(s),17,-0.15924173059549876,0.025357928763049407,-33.44213190573067
Energy,gross_profit_usd_m,Gross profit,YoY %,2,Hyperscaler capex leads target by 2 quarter(s),17,-0.42807277390971676,0.1832462997627595,-204.842957536573
Energy,gross_profit_usd_m,Gross profit,YoY %,3,Hyperscaler capex leads target by 3 quarter(s),17,-0.059912294188093886,0.0035894829948807084,-26.30164597204882
Energy,gross_profit_usd_m,Gross profit,YoY %,4,Hyperscaler capex leads target by 4 quarter(s),17,-0.14488265729667146,0.02099098438534475,-57.09282032216006
Energy,gross_profit_usd_m,Gross profit,YoY %,5,Hyperscaler capex leads target by 5 quarter(s),16,-0.22592653602282112,0.05104279967927109,-91.36110395865836
Energy,gross_profit_usd_m,Gross profit,YoY %,6,Hyperscaler capex leads target by 6 quarter(s),17,0.2552504818482935,0.06515280848378602,100.10614204431013
Energy,gross_profit_usd_m,Gross profit,YoY %,7,Hyperscaler capex leads target by 7 quarter(s),17,0.17042475417484643,0.029044596835556834,65.02450060643608
Energy,gross_profit_usd_m,Gross profit,YoY %,8,Hyperscaler capex leads target by 8 quarter(s),17,-0.16864645721904498,0.028441627532535166,-67.70081416543947
Energy,operating_income_usd_m,Operating income,YoY delta USDm,-4,Target leads hyperscaler capex by 4 quarter(s),24,0.47032920460454286,0.22120956070394193,2850.001218570156
Energy,operating_income_usd_m,Operating income,YoY delta USDm,-3,Target leads hyperscaler capex by 3 quarter(s),25,0.46032255197205835,0.21189685185406837,3391.1467639698562
Energy,operating_income_usd_m,Operating income,YoY delta USDm,-2,Target leads hyperscaler capex by 2 quarter(s),26,0.29171690826990165,0.08509875457055022,2245.0098967689773
Energy,operating_income_usd_m,Operating income,YoY delta USDm,-1,Target leads hyperscaler capex by 1 quarter(s),27,-0.10038674028871979,0.010077497625794875,-775.6891081408972
Energy,operating_income_usd_m,Operating income,YoY delta USDm,0,Same quarter,28,0.0853569525567455,0.007285809349774502,750.4440044543763
Energy,operating_income_usd_m,Operating income,YoY delta USDm,1,Hyperscaler capex leads target by 1 quarter(s),27,-0.3006919010459956,0.0904156193546548,-2697.990673411577
Energy,operating_income_usd_m,Operating income,YoY delta USDm,2,Hyperscaler capex leads target by 2 quarter(s),26,-0.2128791723558209,0.0453175420228993,-3252.7113740228515
Energy,operating_income_usd_m,Operating income,YoY delta USDm,3,Hyperscaler capex leads target by 3 quarter(s),25,-0.007560439628812733,5.7160247380922016e-05,-126.83981857941434
Energy,operating_income_usd_m,Operating income,YoY delta USDm,4,Hyperscaler capex leads target by 4 quarter(s),24,-0.21014204200441158,0.044159677817783884,-3379.6337689712204
Energy,operating_income_usd_m,Operating income,YoY delta USDm,5,Hyperscaler capex leads target by 5 quarter(s),23,0.1542763574759594,0.023801194476050017,2551.257301479286
Energy,operating_income_usd_m,Operating income,YoY delta USDm,6,Hyperscaler capex leads target by 6 quarter(s),23,-0.10129019451871685,0.010259703505639496,-1780.6474565118274
Energy,operating_income_usd_m,Operating income,YoY delta USDm,7,Hyperscaler capex leads target by 7 quarter(s),22,0.01914975048096171,0.0003667129434830933,338.82916102447916
Energy,operating_income_usd_m,Operating income,YoY delta USDm,8,Hyperscaler capex leads target by 8 quarter(s),21,0.11021733099279787,0.012147860051175963,2057.520776152448
Energy,net_income_usd_m,Net income,YoY delta USDm,-4,Target leads hyperscaler capex by 4 quarter(s),24,0.3816377331118566,0.1456473593347567,1690.7214791984868
Energy,net_income_usd_m,Net income,YoY delta USDm,-3,Target leads hyperscaler capex by 3 quarter(s),25,0.49325548750474496,0.2433009759535436,2589.186533798635
