analysis_layer,source_section,target_section,source_metric,source_transform,target_metric,target_transform,target_transform_col,best_lag_quarters,timing,best_corr,best_observations,best_r_squared,best_abs_lag_quarters,best_abs_corr,status,signal_class,map_eligible,interpretation
Procurement spend -> Supplier revenue,OSAT / packiging,components,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,0.7911273892637154,28,0.6258825460432222,-1,0.7911273892637154,ok,strong,True,"target leads; best positive lag -1Q, corr 0.79, n=28. Strongest absolute relation is lag -1Q, corr 0.79."
Procurement spend -> Supplier revenue,components,OSAT / packiging,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.7856654492789825,28,0.6172701981907455,1,0.7856654492789825,ok,strong,True,"source leads; best positive lag +1Q, corr 0.79, n=28. Strongest absolute relation is lag +1Q, corr 0.79."
Procurement spend -> Supplier revenue,Energy,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,0.7826277164800541,25,0.612506142602784,3,0.7826277164800541,ok,strong,True,"source leads; best positive lag +3Q, corr 0.78, n=25. Strongest absolute relation is lag +3Q, corr 0.78."
Procurement spend -> Supplier revenue,Hyperscalers,OSAT / packiging,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.7773504866165293,28,0.6042737790429549,0,0.7773504866165293,ok,strong,True,"synchronous; best positive lag +0Q, corr 0.78, n=28. Strongest absolute relation is lag +0Q, corr 0.78."
Procurement spend -> Supplier revenue,Server Networking,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,0.7768620609762455,26,0.6035146617842598,2,0.7768620609762455,ok,strong,True,"source leads; best positive lag +2Q, corr 0.78, n=26. Strongest absolute relation is lag +2Q, corr 0.78."
Procurement spend -> Supplier revenue,DRAM,components,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.7761873622178938,28,0.6024668212667718,5,-0.790876361419796,ok,strong,True,"synchronous; best positive lag +0Q, corr 0.78, n=28. Strongest absolute relation is lag +5Q, corr -0.79."
Procurement spend -> Supplier revenue,NAND,meterier,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,0.77149800658357,23,0.5952091741624222,-3,0.77149800658357,ok,strong,True,"target leads; best positive lag -3Q, corr 0.77, n=23. Strongest absolute relation is lag -3Q, corr 0.77."
Procurement spend -> Supplier revenue,Server EMS,OSAT / packiging,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.7662296156161312,28,0.5871078238472442,1,0.7662296156161312,ok,strong,True,"source leads; best positive lag +1Q, corr 0.77, n=28. Strongest absolute relation is lag +1Q, corr 0.77."
Procurement spend -> Supplier revenue,Cooling,Server OEM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,0.755544120844452,29,0.5708469185426159,2,0.755544120844452,ok,strong,True,"source leads; best positive lag +2Q, corr 0.76, n=29. Strongest absolute relation is lag +2Q, corr 0.76."
Procurement spend -> Supplier revenue,Cooling,AI Platforms,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,0.747525651453821,28,0.5587945995814595,2,0.747525651453821,ok,strong,True,"source leads; best positive lag +2Q, corr 0.75, n=28. Strongest absolute relation is lag +2Q, corr 0.75."
Procurement spend -> Supplier revenue,Cooling,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.7412440864051041,29,0.5494427956305374,0,0.7412440864051041,ok,strong,True,"synchronous; best positive lag +0Q, corr 0.74, n=29. Strongest absolute relation is lag +0Q, corr 0.74."
Procurement spend -> Supplier revenue,components,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.7384140359074254,27,0.5452552884250925,1,0.7384140359074254,ok,strong,True,"source leads; best positive lag +1Q, corr 0.74, n=27. Strongest absolute relation is lag +1Q, corr 0.74."
Procurement spend -> Supplier revenue,Energy,Server OEM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,0.7277904775118403,26,0.5296789791569125,3,0.7277904775118403,ok,strong,True,"source leads; best positive lag +3Q, corr 0.73, n=26. Strongest absolute relation is lag +3Q, corr 0.73."
Procurement spend -> Supplier revenue,Server OEM,components,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.7245914190139134,22,0.5250327245085967,8,0.7245914190139134,ok,strong,True,"source leads; best positive lag +8Q, corr 0.72, n=22. Strongest absolute relation is lag +8Q, corr 0.72."
Procurement spend -> Supplier revenue,Server OEM,meterier,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.7223843623771482,20,0.5218391670070389,8,0.7223843623771482,ok,strong,True,"source leads; best positive lag +8Q, corr 0.72, n=20. Strongest absolute relation is lag +8Q, corr 0.72."
Procurement spend -> Supplier revenue,DRAM,Server Networking,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,0.69666968565833,26,0.4853486509152763,7,-0.7908275791895287,ok,strong,True,"target leads; best positive lag -2Q, corr 0.70, n=26. Strongest absolute relation is lag +7Q, corr -0.79."
Procurement spend -> Supplier revenue,Server OEM,AI Platforms,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.6805577694275852,31,0.4631588775282502,0,0.6805577694275852,ok,strong,True,"synchronous; best positive lag +0Q, corr 0.68, n=31. Strongest absolute relation is lag +0Q, corr 0.68."
Procurement spend -> Supplier revenue,Energy,AI Platforms,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,0.6749405746633995,25,0.45554477932695997,3,0.6749405746633995,ok,strong,True,"source leads; best positive lag +3Q, corr 0.67, n=25. Strongest absolute relation is lag +3Q, corr 0.67."
Procurement spend -> Supplier revenue,AI Platforms,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.6716406272745628,22,0.45110113220576814,8,0.6716406272745628,ok,strong,True,"source leads; best positive lag +8Q, corr 0.67, n=22. Strongest absolute relation is lag +8Q, corr 0.67."
Procurement spend -> Supplier revenue,DRAM,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.6599884938553507,28,0.4355848120214543,6,-0.7828862021129278,ok,strong,True,"synchronous; best positive lag +0Q, corr 0.66, n=28. Strongest absolute relation is lag +6Q, corr -0.78."
Procurement spend -> Supplier revenue,Cooling,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,0.6538670763419633,22,0.42754215352398683,7,0.6538670763419633,ok,strong,True,"source leads; best positive lag +7Q, corr 0.65, n=22. Strongest absolute relation is lag +7Q, corr 0.65."
Procurement spend -> Supplier revenue,Server OEM,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.6485591451157039,23,0.42062896471321265,8,0.6485591451157039,ok,moderate,True,"source leads; best positive lag +8Q, corr 0.65, n=23. Strongest absolute relation is lag +8Q, corr 0.65."
Procurement spend -> Supplier revenue,AI Chip,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.6418130565160665,30,0.41192399951449554,1,0.6418130565160665,ok,moderate,True,"source leads; best positive lag +1Q, corr 0.64, n=30. Strongest absolute relation is lag +1Q, corr 0.64."
Procurement spend -> Supplier revenue,AI Chip,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.6387228248007522,29,0.40796684692145235,1,0.6387228248007522,ok,moderate,True,"source leads; best positive lag +1Q, corr 0.64, n=29. Strongest absolute relation is lag +1Q, corr 0.64."
Procurement spend -> Supplier revenue,Energy,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,0.638113848948907,24,0.40718928422038847,3,0.638113848948907,ok,moderate,True,"source leads; best positive lag +3Q, corr 0.64, n=24. Strongest absolute relation is lag +3Q, corr 0.64."
Procurement spend -> Supplier revenue,Cooling,meterier,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.635642303821844,19,0.40404113840794137,8,0.635642303821844,ok,moderate,True,"source leads; best positive lag +8Q, corr 0.64, n=19. Strongest absolute relation is lag +8Q, corr 0.64."
Procurement spend -> Supplier revenue,Energy,Server EMS,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,0.616065166851145,24,0.3795362898073291,-3,-0.6656527411637277,ok,moderate,True,"source leads; best positive lag +4Q, corr 0.62, n=24. Strongest absolute relation is lag -3Q, corr -0.67."
Procurement spend -> Supplier revenue,OSAT / packiging,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.6133818621156869,28,0.37623730877250755,0,0.6133818621156869,ok,moderate,True,"synchronous; best positive lag +0Q, corr 0.61, n=28. Strongest absolute relation is lag +0Q, corr 0.61."
Procurement spend -> Supplier revenue,AI Chip,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.6115355675566119,28,0.3739757503867874,0,0.6115355675566119,ok,moderate,True,"synchronous; best positive lag +0Q, corr 0.61, n=28. Strongest absolute relation is lag +0Q, corr 0.61."
Procurement spend -> Supplier revenue,AI Chip,Server EMS,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.6083498773062185,30,0.37008957321849106,1,0.6083498773062185,ok,moderate,True,"source leads; best positive lag +1Q, corr 0.61, n=30. Strongest absolute relation is lag +1Q, corr 0.61."
Procurement spend -> Supplier revenue,AI Chip,SW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.6043759203520457,29,0.3652702531013823,0,0.6043759203520457,ok,moderate,True,"synchronous; best positive lag +0Q, corr 0.60, n=29. Strongest absolute relation is lag +0Q, corr 0.60."
Procurement spend -> Supplier revenue,Server EMS,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,0.5993913598544006,21,0.35927000226810757,7,0.5993913598544006,ok,moderate,True,"source leads; best positive lag +7Q, corr 0.60, n=21. Strongest absolute relation is lag +7Q, corr 0.60."
Procurement spend -> Supplier revenue,Server OEM,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.5943730956819064,27,0.3532793768704927,1,0.5943730956819064,ok,moderate,True,"source leads; best positive lag +1Q, corr 0.59, n=27. Strongest absolute relation is lag +1Q, corr 0.59."
Procurement spend -> Supplier revenue,SW equipment,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,0.5842418371149881,22,0.3413385242354963,1,-0.6832117201445729,ok,moderate,True,"source leads; best positive lag +6Q, corr 0.58, n=22. Strongest absolute relation is lag +1Q, corr -0.68."
Procurement spend -> Supplier revenue,OSAT / packiging,Server Networking,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,0.5832415679318503,27,0.3401707265636032,8,-0.7732252676996053,ok,moderate,True,"target leads; best positive lag -2Q, corr 0.58, n=27. Strongest absolute relation is lag +8Q, corr -0.77."
Procurement spend -> Supplier revenue,AI Chip,components,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.582973794339254,29,0.33985844488630684,1,0.582973794339254,ok,moderate,True,"source leads; best positive lag +1Q, corr 0.58, n=29. Strongest absolute relation is lag +1Q, corr 0.58."
Procurement spend -> Supplier revenue,OSAT / packiging,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,0.5801264641568972,27,0.3365467144151837,6,-0.7976761955874979,ok,moderate,True,"target leads; best positive lag -1Q, corr 0.58, n=27. Strongest absolute relation is lag +6Q, corr -0.80."
Procurement spend -> Supplier revenue,AI Platforms,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,0.5785291936765752,22,0.33469602793606823,6,0.5785291936765752,ok,moderate,True,"source leads; best positive lag +6Q, corr 0.58, n=22. Strongest absolute relation is lag +6Q, corr 0.58."
Procurement spend -> Supplier revenue,Server EMS,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.5718207082539405,22,0.3269789223880381,8,0.5718207082539405,ok,moderate,True,"source leads; best positive lag +8Q, corr 0.57, n=22. Strongest absolute relation is lag +8Q, corr 0.57."
Procurement spend -> Supplier revenue,SW equipment,AI Chip,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.5591012099214353,29,0.3125941629356129,4,-0.7519668225556656,ok,moderate,True,"synchronous; best positive lag +0Q, corr 0.56, n=29. Strongest absolute relation is lag +4Q, corr -0.75."
Procurement spend -> Supplier revenue,Server OEM,Server EMS,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.5561419263337406,31,0.30929384222620376,0,0.5561419263337406,ok,moderate,True,"synchronous; best positive lag +0Q, corr 0.56, n=31. Strongest absolute relation is lag +0Q, corr 0.56."
Procurement spend -> Supplier revenue,Energy,meterier,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,0.5528856672171858,22,0.3056825610141927,3,0.5528856672171858,ok,moderate,True,"source leads; best positive lag +3Q, corr 0.55, n=22. Strongest absolute relation is lag +3Q, corr 0.55."
Procurement spend -> Supplier revenue,Server OEM,Server Networking,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.5528285695371116,32,0.305619427296449,0,0.5528285695371116,ok,moderate,True,"synchronous; best positive lag +0Q, corr 0.55, n=32. Strongest absolute relation is lag +0Q, corr 0.55."
Procurement spend -> Supplier revenue,Server OEM,AI Chip,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.5522404561320259,32,0.304969521388908,-4,-0.6103598098019998,ok,moderate,True,"synchronous; best positive lag +0Q, corr 0.55, n=32. Strongest absolute relation is lag -4Q, corr -0.61."
Procurement spend -> Supplier revenue,Server OEM,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.5441729551854002,21,0.2961242051552116,8,0.5441729551854002,ok,moderate,True,"source leads; best positive lag +8Q, corr 0.54, n=21. Strongest absolute relation is lag +8Q, corr 0.54."
Procurement spend -> Supplier revenue,CPU,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.5387697635108436,28,0.2902728580735303,0,0.5387697635108436,ok,moderate,True,"synchronous; best positive lag +0Q, corr 0.54, n=28. Strongest absolute relation is lag +0Q, corr 0.54."
Procurement spend -> Supplier revenue,Server EMS,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.5344671370180215,29,0.28565512055224057,0,0.5344671370180215,ok,moderate,True,"synchronous; best positive lag +0Q, corr 0.53, n=29. Strongest absolute relation is lag +0Q, corr 0.53."
Procurement spend -> Supplier revenue,AI Chip,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,0.5332491441877372,28,0.2843546497769541,-4,-0.6160596901073387,ok,moderate,True,"source leads; best positive lag +2Q, corr 0.53, n=28. Strongest absolute relation is lag -4Q, corr -0.62."
Procurement spend -> Supplier revenue,SW equipment,OSAT / packiging,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,0.5329634074250286,24,0.284049993654097,-4,0.5329634074250286,ok,moderate,True,"target leads; best positive lag -4Q, corr 0.53, n=24. Strongest absolute relation is lag -4Q, corr 0.53."
Procurement spend -> Supplier revenue,NAND,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,0.5321031229592081,21,0.2831337334629422,4,0.5321031229592081,ok,moderate,True,"source leads; best positive lag +4Q, corr 0.53, n=21. Strongest absolute relation is lag +4Q, corr 0.53."
Procurement spend -> Supplier revenue,NAND,Server Networking,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,0.524557191862411,21,0.2751602475345783,5,0.524557191862411,ok,moderate,True,"source leads; best positive lag +5Q, corr 0.52, n=21. Strongest absolute relation is lag +5Q, corr 0.52."
Procurement spend -> Supplier revenue,NAND,components,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,0.5232096019586899,21,0.2737482875817708,6,-0.5359155414148854,ok,moderate,True,"source leads; best positive lag +3Q, corr 0.52, n=21. Strongest absolute relation is lag +6Q, corr -0.54."
Procurement spend -> Supplier revenue,NAND,Server OEM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,0.5220630693175863,21,0.2725498483452989,5,0.5220630693175863,ok,moderate,True,"source leads; best positive lag +5Q, corr 0.52, n=21. Strongest absolute relation is lag +5Q, corr 0.52."
Procurement spend -> Supplier revenue,SW equipment,Server OEM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.5125310731570949,23,0.26268810095156336,4,-0.5591457745174137,ok,moderate,True,"source leads; best positive lag +8Q, corr 0.51, n=23. Strongest absolute relation is lag +4Q, corr -0.56."
Procurement spend -> Supplier revenue,NAND,AI Chip,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,0.5104168838718782,21,0.2605253953414784,5,0.5104168838718782,ok,moderate,True,"source leads; best positive lag +5Q, corr 0.51, n=21. Strongest absolute relation is lag +5Q, corr 0.51."
Procurement spend -> Supplier revenue,NAND,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.49720353111893045,23,0.24721135135713324,0,0.49720353111893045,ok,weak,True,"synchronous; best positive lag +0Q, corr 0.50, n=23. Strongest absolute relation is lag +0Q, corr 0.50."
Procurement spend -> Supplier revenue,OSAT / packiging,Server OEM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.4962169968201436,29,0.2462313079332024,6,-0.842960092059209,ok,weak,True,"synchronous; best positive lag +0Q, corr 0.50, n=29. Strongest absolute relation is lag +6Q, corr -0.84."
Procurement spend -> Supplier revenue,Hyperscalers,meterier,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,0.4915341736862054,23,0.24160584390138073,-3,-0.656443034024075,ok,weak,True,"source leads; best positive lag +5Q, corr 0.49, n=23. Strongest absolute relation is lag -3Q, corr -0.66."
Procurement spend -> Supplier revenue,NAND,Server EMS,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,0.4913337582469511,21,0.24140886199307338,-3,-0.5785299113295455,ok,weak,True,"source leads; best positive lag +4Q, corr 0.49, n=21. Strongest absolute relation is lag -3Q, corr -0.58."
Procurement spend -> Supplier revenue,AI Chip,OSAT / packiging,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.4766927395145965,21,0.22723596790593095,8,0.4766927395145965,ok,weak,True,"source leads; best positive lag +8Q, corr 0.48, n=21. Strongest absolute relation is lag +8Q, corr 0.48."
Procurement spend -> Supplier revenue,NAND,AI Platforms,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,0.4750296503147879,21,0.22565316867818966,-4,-0.5430587282513863,ok,weak,True,"source leads; best positive lag +5Q, corr 0.48, n=21. Strongest absolute relation is lag -4Q, corr -0.54."
Procurement spend -> Supplier revenue,SW equipment,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,0.47399001185368034,27,0.22466653133705203,-4,-0.5028017231525217,ok,weak,True,"target leads; best positive lag -1Q, corr 0.47, n=27. Strongest absolute relation is lag -4Q, corr -0.50."
Procurement spend -> Supplier revenue,NAND,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,0.47107488563951594,22,0.22191154788028303,3,0.47107488563951594,ok,weak,True,"source leads; best positive lag +3Q, corr 0.47, n=22. Strongest absolute relation is lag +3Q, corr 0.47."
Procurement spend -> Supplier revenue,NAND,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.46928311335936834,24,0.22022664048426177,1,0.46928311335936834,ok,weak,True,"source leads; best positive lag +1Q, corr 0.47, n=24. Strongest absolute relation is lag +1Q, corr 0.47."
Procurement spend -> Supplier revenue,Server OEM,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,0.46657543609341173,28,0.21769263756575732,2,0.46657543609341173,ok,weak,True,"source leads; best positive lag +2Q, corr 0.47, n=28. Strongest absolute relation is lag +2Q, corr 0.47."
Procurement spend -> Supplier revenue,Server Networking,OSAT / packiging,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,0.4662198503502831,26,0.2173609488606404,-3,-0.47781760506437787,ok,weak,True,"source leads; best positive lag +3Q, corr 0.47, n=26. Strongest absolute relation is lag -3Q, corr -0.48."
Procurement spend -> Supplier revenue,DRAM,Server OEM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,0.4612240795715952,26,0.2127276515766652,5,-0.8761105259891682,ok,weak,True,"target leads; best positive lag -2Q, corr 0.46, n=26. Strongest absolute relation is lag +5Q, corr -0.88."
Procurement spend -> Supplier revenue,DRAM,AI Chip,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.4558987242645009,28,0.20784364678599943,7,-0.8033117162459816,ok,weak,True,"synchronous; best positive lag +0Q, corr 0.46, n=28. Strongest absolute relation is lag +7Q, corr -0.80."
Procurement spend -> Supplier revenue,DRAM,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,0.4517672128121839,21,0.20409361457208905,4,-0.8493255204873768,ok,weak,True,"source leads; best positive lag +7Q, corr 0.45, n=21. Strongest absolute relation is lag +4Q, corr -0.85."
Procurement spend -> Supplier revenue,AI Platforms,OSAT / packiging,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,0.44978924649111995,23,0.20231036625904947,5,0.44978924649111995,ok,very weak,False,"source leads; best positive lag +5Q, corr 0.45, n=23. Strongest absolute relation is lag +5Q, corr 0.45."
Procurement spend -> Supplier revenue,DRAM,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,0.4468501184589982,23,0.19967502836682072,6,0.4468501184589982,ok,very weak,False,"source leads; best positive lag +6Q, corr 0.45, n=23. Strongest absolute relation is lag +6Q, corr 0.45."
Procurement spend -> Supplier revenue,Hyperscalers,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.4461807693263661,28,0.1990772789166679,-4,-0.49174087922747733,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.45, n=28. Strongest absolute relation is lag -4Q, corr -0.49."
